name,wiki_uri,s,wikidata,wiki_name
H.F. (Hugo Frederik) Volkersz,[],https://hdl.handle.net/20.500.11840/pi45522,http://www.wikidata.org/entity/Q82576047,"[rdflib.term.Literal('Hugo Frederik Volkersz', lang='en'), rdflib.term.Literal('Hugo Frederik Volkersz', lang='nl'), rdflib.term.Literal('Hugo Frederik Volkersz', lang='sq')]"
Rodan OmomÃ¡,[],https://hdl.handle.net/20.500.11840/pi45523,http://www.wikidata.org/entity/Q82574194,"[rdflib.term.Literal('Rodan Omomá', lang='en'), rdflib.term.Literal('Rodan Omomá', lang='nl')]"
R. Marchand,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593816')],https://hdl.handle.net/20.500.11840/pi45533,http://www.wikidata.org/entity/Q84593816,"[rdflib.term.Literal('R. Marchand', lang='en'), rdflib.term.Literal('R. Marchand', lang='nl'), rdflib.term.Literal('R. Marchand', lang='sq')]"
Yohannes Tessema,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82575565')],https://hdl.handle.net/20.500.11840/pi45534,http://www.wikidata.org/entity/Q82575565,"[rdflib.term.Literal('Yohannes Tessema', lang='en'), rdflib.term.Literal('Yohannes Tessema', lang='es'), rdflib.term.Literal('Yohannes Tessema', lang='nl')]"
C.P. (Chris-Paul) Stapels,[],https://hdl.handle.net/20.500.11840/pi45535,http://www.wikidata.org/entity/Q82575298,"[rdflib.term.Literal('Chris Paul Stapels', lang='ca'), rdflib.term.Literal('Chris Paul Stapels', lang='da'), rdflib.term.Literal('Chris Paul Stapels', lang='de'), rdflib.term.Literal('Chris-Paul Stapels', lang='en'), rdflib.term.Literal('Chris Paul Stapels', lang='es'), rdflib.term.Literal('Chris Paul Stapels', lang='fr'), rdflib.term.Literal('Chris Paul Stapels', lang='it'), rdflib.term.Literal('Chris-Paul Stapels', lang='nl'), rdflib.term.Literal('Chris Paul Stapels', lang='pt'), rdflib.term.Literal('Chris Paul Stapels', lang='pt-br'), rdflib.term.Literal('Chris-Paul Stapels', lang='sq'), rdflib.term.Literal('Chris Paul Stapels', lang='sv')]"
G. (Gerhard) Jaeger,[],https://hdl.handle.net/20.500.11840/pi45537,http://www.wikidata.org/entity/Q86736529,"[rdflib.term.Literal('Gerhard Jaeger', lang='en'), rdflib.term.Literal('Gerhard Jaeger', lang='nl'), rdflib.term.Literal('Gerhard Jaeger', lang='sq')]"
Abdallah Ben Ahmed,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498072')],https://hdl.handle.net/20.500.11840/pi45539,http://www.wikidata.org/entity/Q84498072,"[rdflib.term.Literal('Abdallah Ben Ahmed', lang='sl'), rdflib.term.Literal('Abdallah Ben Ahmed', lang='ast'), rdflib.term.Literal('Abdallah Ben Ahmed', lang='en'), rdflib.term.Literal('Abdallah Ben Ahmed', lang='nl')]"
F.A. (Frits Anton) Heckler,[],https://hdl.handle.net/20.500.11840/pi45567,http://www.wikidata.org/entity/Q86736532,"[rdflib.term.Literal('Frits Anton Heckler', lang='en'), rdflib.term.Literal('Frits Anton Heckler', lang='nl')]"
dhr.  D. (David) Linga,[],https://hdl.handle.net/20.500.11840/pi45574,http://www.wikidata.org/entity/Q84593741,"[rdflib.term.Literal('David Linga', lang='en'), rdflib.term.Literal('David Linga', lang='nl'), rdflib.term.Literal('David Linga', lang='sq')]"
dhr. I. (Isaac) Okyere Azey,[],https://hdl.handle.net/20.500.11840/pi45575,http://www.wikidata.org/entity/Q82574151,"[rdflib.term.Literal('Isaac Okyere Azey', lang='en'), rdflib.term.Literal('Isaac Okyere Azey', lang='es'), rdflib.term.Literal('Isaac Okyere Azey', lang='nl')]"
G. Yamashita,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594460')],https://hdl.handle.net/20.500.11840/pi45581,http://www.wikidata.org/entity/Q84594460,"[rdflib.term.Literal('G. Yamashita', lang='en'), rdflib.term.Literal('G. Yamashita', lang='nl'), rdflib.term.Literal('G. Yamashita', lang='sq')]"
Soma Misiedjan,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86736534')],https://hdl.handle.net/20.500.11840/pi45595,http://www.wikidata.org/entity/Q86736534,"[rdflib.term.Literal('Soma Misiedjan', lang='en'), rdflib.term.Literal('Soma Misiedjan', lang='nl')]"
A. (Alex) Bratsch,[],https://hdl.handle.net/20.500.11840/pi45603,http://www.wikidata.org/entity/Q60232927,"[rdflib.term.Literal('Alex Bratsch', lang='ast'), rdflib.term.Literal('Alex Bratsch', lang='ca'), rdflib.term.Literal('Alex Bratsch', lang='da'), rdflib.term.Literal('Alex Bratsch', lang='de'), rdflib.term.Literal('Alex Bratsch', lang='en'), rdflib.term.Literal('Alex Bratsch', lang='es'), rdflib.term.Literal('Alex Bratsch', lang='fr'), rdflib.term.Literal('Alex Bratsch', lang='it'), rdflib.term.Literal('Alex Bratsch', lang='nl'), rdflib.term.Literal('Alex Bratsch', lang='pt'), rdflib.term.Literal('Alex Bratsch', lang='pt-br'), rdflib.term.Literal('Alex Bratsch', lang='sq'), rdflib.term.Literal('Alex Bratsch', lang='sv')]"
Mitra Tabrizian,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q6881945'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q98766961')]",https://hdl.handle.net/20.500.11840/pi45611,http://www.wikidata.org/entity/Q6881945,"[rdflib.term.Literal('Mitra Tabrizian', lang='da'), rdflib.term.Literal('Mitra Tabrizian', lang='pt'), rdflib.term.Literal('Mitra Tabrizian', lang='sv'), rdflib.term.Literal('Mitra Tabrizian', lang='pt-br'), rdflib.term.Literal('Mitra Tabrizian', lang='ast'), rdflib.term.Literal('Mitra Tabrizian', lang='de'), rdflib.term.Literal('Mitra Tabrizian', lang='en'), rdflib.term.Literal('Mitra Tabrizian', lang='es'), rdflib.term.Literal('میترا تبریزیان', lang='fa'), rdflib.term.Literal('Mitra Tabrizian', lang='fr'), rdflib.term.Literal('Mitra Tabrizian', lang='ga'), rdflib.term.Literal('Mitra Tabrizian', lang='it'), rdflib.term.Literal('Mitra Tabrizian', lang='nl'), rdflib.term.Literal('Mitra Tabrizian', lang='sq'), rdflib.term.Literal('Mitra Tabrizian', lang='ca')]"
dhr. P. (Piter) Tere,[],https://hdl.handle.net/20.500.11840/pi45616,http://www.wikidata.org/entity/Q86736538,"[rdflib.term.Literal('Piter Tere', lang='en'), rdflib.term.Literal('Piter Tere', lang='nl')]"
I Wayan Siwi,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82575215')],https://hdl.handle.net/20.500.11840/pi45625,http://www.wikidata.org/entity/Q82575215,"[rdflib.term.Literal('I Wayan Siwi', lang='en'), rdflib.term.Literal('I Wayan Siwi', lang='nl')]"
Mw. S. (Saima) Sjonko,[],https://hdl.handle.net/20.500.11840/pi45627,http://www.wikidata.org/entity/Q86736571,"[rdflib.term.Literal('Saima Sjonko', lang='en'), rdflib.term.Literal('Saima Sjonko', lang='nl')]"
Wah Chan,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499715')],https://hdl.handle.net/20.500.11840/pi45633,http://www.wikidata.org/entity/Q84499715,"[rdflib.term.Literal('Wah Chan', lang='en'), rdflib.term.Literal('Wah Chan', lang='nl')]"
C. Mamani,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86736574')],https://hdl.handle.net/20.500.11840/pi45634,http://www.wikidata.org/entity/Q86736574,"[rdflib.term.Literal('C. Mamani', lang='en'), rdflib.term.Literal('C. Mamani', lang='nl')]"
K. (Kurt) Severin,[],https://hdl.handle.net/20.500.11840/pi45640,http://www.wikidata.org/entity/Q15824698,"[rdflib.term.Literal('Kurt Severin', lang='ast'), rdflib.term.Literal('Kurt Severin', lang='en'), rdflib.term.Literal('Kurt Severin', lang='es'), rdflib.term.Literal('Kurt Severin', lang='nl'), rdflib.term.Literal('Kurt Severin', lang='sq'), rdflib.term.Literal('Kurt Severin', lang='ca'), rdflib.term.Literal('Kurt Severin', lang='de'), rdflib.term.Literal('Kurt Severin', lang='fr'), rdflib.term.Literal('Kurt Severin', lang='it'), rdflib.term.Literal('Kurt Severin', lang='sl')]"
R. (Ravi) G. (Gopolan) Nair,[],https://hdl.handle.net/20.500.11840/pi45644,http://www.wikidata.org/entity/Q86736576,"[rdflib.term.Literal('Ravi Gopalan Nair', lang='en'), rdflib.term.Literal('Ravi Gopalan Nair', lang='nl'), rdflib.term.Literal('Ravi Gopalan Nair', lang='sq')]"
Tantjielan,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818351')],https://hdl.handle.net/20.500.11840/pi45647,http://www.wikidata.org/entity/Q86818351,"[rdflib.term.Literal('Tantjielan', lang='en'), rdflib.term.Literal('Tantjielan', lang='nl'), rdflib.term.Literal('Tantjielan', lang='sq')]"
Tjiso Sieuw Tjhwan,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594336')],https://hdl.handle.net/20.500.11840/pi45649,http://www.wikidata.org/entity/Q84594336,"[rdflib.term.Literal('Tjiso Sieuw Tjhwan', lang='en'), rdflib.term.Literal('Tjiso Sieuw Tjhwan', lang='nl'), rdflib.term.Literal('Tjiso Sieuw Tjhwan', lang='sq')]"
Beng Ik Tjiang,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593194')],https://hdl.handle.net/20.500.11840/pi45651,http://www.wikidata.org/entity/Q84593194,"[rdflib.term.Literal('Beng Ik Tjiang', lang='en'), rdflib.term.Literal('Beng Ik Tjiang', lang='nl'), rdflib.term.Literal('Beng Ik Tjiang', lang='sq')]"
Julian Sinzogan,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82575209')],https://hdl.handle.net/20.500.11840/pi45655,http://www.wikidata.org/entity/Q82575209,"[rdflib.term.Literal('Julian Sinzogan', lang='en'), rdflib.term.Literal('Julian Sinzogan', lang='nl')]"
T. (ThÃ©ophile) FumiÃ¨re,[],https://hdl.handle.net/20.500.11840/pi45662,http://www.wikidata.org/entity/Q84593382,"[rdflib.term.Literal('Théophile Fumière', lang='ast'), rdflib.term.Literal('Théophile Fumière', lang='ca'), rdflib.term.Literal('Théophile Fumière', lang='cy'), rdflib.term.Literal('Théophile Fumière', lang='da'), rdflib.term.Literal('Théophile Fumière', lang='de'), rdflib.term.Literal('Théophile Fumière', lang='en'), rdflib.term.Literal('Théophile Fumière', lang='es'), rdflib.term.Literal('Théophile Fumière', lang='fi'), rdflib.term.Literal('Théophile Fumière', lang='fr'), rdflib.term.Literal('Théophile Fumière', lang='ga'), rdflib.term.Literal('Théophile Fumière', lang='it'), rdflib.term.Literal('Théophile Fumière', lang='nb'), rdflib.term.Literal('Théophile Fumière', lang='nl'), rdflib.term.Literal('Théophile Fumière', lang='pt'), rdflib.term.Literal('Théophile Fumière', lang='pt-br'), rdflib.term.Literal('Théophile Fumière', lang='ro'), rdflib.term.Literal('Théophile Fumière', lang='sc'), rdflib.term.Literal('Théophile Fumière', lang='sq'), rdflib.term.Literal('Théophile Fumière', lang='sv'), rdflib.term.Literal('Théophile Fumière', lang='sl')]"
E. Guyot,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86736579')],https://hdl.handle.net/20.500.11840/pi45663,http://www.wikidata.org/entity/Q86736579,"[rdflib.term.Literal('E. Guyot', lang='en'), rdflib.term.Literal('E. Guyot', lang='nl')]"
Dr. Harald von KlÃ¼ber,[],https://hdl.handle.net/20.500.11840/pi45669,http://www.wikidata.org/entity/Q22920725,"[rdflib.term.Literal('Harald von Klüber', lang='ca'), rdflib.term.Literal('Harald von Klüber', lang='cy'), rdflib.term.Literal('Harald von Klüber', lang='da'), rdflib.term.Literal('Harald von Klüber', lang='es'), rdflib.term.Literal('Harald von Klüber', lang='fi'), rdflib.term.Literal('Harald von Klüber', lang='fr'), rdflib.term.Literal('Harald von Klüber', lang='ga'), rdflib.term.Literal('Harald von Klüber', lang='it'), rdflib.term.Literal('Harald von Klüber', lang='nb'), rdflib.term.Literal('Harald von Klüber', lang='pt'), rdflib.term.Literal('Harald von Klüber', lang='pt-br'), rdflib.term.Literal('Harald von Klüber', lang='ro'), rdflib.term.Literal('Harald von Klüber', lang='sc'), rdflib.term.Literal('Harald von Klüber', lang='sv'), rdflib.term.Literal('Harald von Klüber', lang='ast'), rdflib.term.Literal('Harald von Klüber', lang='de'), rdflib.term.Literal('Harald von Klüber', lang='en'), rdflib.term.Literal('Harald von Klüber', lang='nl'), rdflib.term.Literal('Harald von Kluber', lang='sq')]"
W.F. Commerell,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86735183')],https://hdl.handle.net/20.500.11840/pi4567,http://www.wikidata.org/entity/Q86735183,"[rdflib.term.Literal('W.F. Commerell', lang='en'), rdflib.term.Literal('W.F. Commerell', lang='nl')]"
K.H. Verschoor,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86736581')],https://hdl.handle.net/20.500.11840/pi45679,http://www.wikidata.org/entity/Q86736581,"[rdflib.term.Literal('K.H. Verschoor', lang='en'), rdflib.term.Literal('K.H. Verschoor', lang='nl'), rdflib.term.Literal('K.H. Verschoor', lang='sq')]"
S. Saito,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499278')],https://hdl.handle.net/20.500.11840/pi45680,http://www.wikidata.org/entity/Q84499278,"[rdflib.term.Literal('S. Saito', lang='ast'), rdflib.term.Literal('S. Saito', lang='en'), rdflib.term.Literal('S. Saito', lang='nl')]"
J.A. (Jacobus Antonie) Meessen,[],https://hdl.handle.net/20.500.11840/pi45683,http://www.wikidata.org/entity/Q18060270,"[rdflib.term.Literal('Jacobus Anthonie Meessen', lang='jut'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='sje'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='af'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='an'), rdflib.term.Literal('چاكوبوس انثونى ميسين', lang='arz'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='ast'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='bar'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='br'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='ca'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='co'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='cs'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='cy'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='da'), rdflib.term.Literal('Jacobus Meessen', lang='de'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='de-at'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='de-ch'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='en'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='en-ca'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='en-gb'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='eo'), rdflib.term.Literal('Jacobus Meessen', lang='es'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='et'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='eu'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='fi'), rdflib.term.Literal('Jacobus Meessen', lang='fr'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='frp'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='fur'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='ga'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='gd'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='gl'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='gsw'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='hr'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='hu'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='ia'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='id'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='ie'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='io'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='is'), rdflib.term.Literal('Jacobus Meessen', lang='it'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='kg'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='lb'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='li'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='lij'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='mg'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='min'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='ms'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='nap'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='nb'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='nds'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='nds-nl'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='nl'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='nn'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='nrm'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='oc'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='pcd'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='pl'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='pms'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='pt'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='pt-br'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='rm'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='ro'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='sc'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='scn'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='sco'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='sk'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='sl'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='sq'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='sr-el'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='sv'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='sw'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='vec'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='vi'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='vls'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='vo'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='wa'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='wo'), rdflib.term.Literal('雅各布斯·安東尼·梅森', lang='zh'), rdflib.term.Literal('Jacobus Anthonie Meessen', lang='zu')]"
dhr. Q.A.A. Krijnen,[],https://hdl.handle.net/20.500.11840/pi45699,http://www.wikidata.org/entity/Q82572883,"[rdflib.term.Literal('Q.A.A. Krijnen', lang='sq'), rdflib.term.Literal('Q.A.A. Krijnen', lang='en'), rdflib.term.Literal('Quirinus Adriaan Antonie Krijnen', lang='nl')]"
mw. R. (Roosje) Klap,[],https://hdl.handle.net/20.500.11840/pi45705,http://www.wikidata.org/entity/Q82572706,"[rdflib.term.Literal('Roosje Klap', lang='en'), rdflib.term.Literal('Roosje Klap', lang='nl'), rdflib.term.Literal('Roosje Klap', lang='sq')]"
Dhr. Vane,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82575993')],https://hdl.handle.net/20.500.11840/pi45714,http://www.wikidata.org/entity/Q82575993,"[rdflib.term.Literal('Dhr. Vane', lang='en'), rdflib.term.Literal('Dhr. Vane', lang='nl')]"
L. Kolling,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86736584')],https://hdl.handle.net/20.500.11840/pi45720,http://www.wikidata.org/entity/Q86736584,"[rdflib.term.Literal('L. Kolling', lang='en'), rdflib.term.Literal('L. Kolling', lang='nl'), rdflib.term.Literal('L. Kolling', lang='sq')]"
M.H. LaddÃ©,[],https://hdl.handle.net/20.500.11840/pi45726,http://www.wikidata.org/entity/Q2505887,"[rdflib.term.Literal('M・H・ラデ', lang='ja'), rdflib.term.Literal('ام.اتش. لاد', lang='arz'), rdflib.term.Literal('Machiel Hendricus Laddé', lang='ca'), rdflib.term.Literal('Machiel Hendricus Laddé', lang='cs'), rdflib.term.Literal('M.H. Laddé', lang='da'), rdflib.term.Literal('Machiel Hendricus Laddé', lang='de'), rdflib.term.Literal('M.H. Laddé', lang='en'), rdflib.term.Literal('M.H. Laddé', lang='es'), rdflib.term.Literal('ماخیل هندریکوس لاده', lang='fa'), rdflib.term.Literal('M.H. Laddé', lang='fi'), rdflib.term.Literal('Machiel Hendricus Laddé', lang='fr'), rdflib.term.Literal('M.H. Laddé', lang='hu'), rdflib.term.Literal('Machiel Hendricus Laddé', lang='it'), rdflib.term.Literal('M.H. Laddé', lang='nb'), rdflib.term.Literal('Machiel Hendricus Laddé', lang='nl'), rdflib.term.Literal('M.H. Laddé', lang='pap'), rdflib.term.Literal('M.H. Laddé', lang='pt'), rdflib.term.Literal('M.H. Laddé', lang='pt-br'), rdflib.term.Literal('M.H. Laddé', lang='sl'), rdflib.term.Literal('M.H. Ladde', lang='sq'), rdflib.term.Literal('M.H. Laddé', lang='sv')]"
Mw. M. (Mylena) dos Santos,[],https://hdl.handle.net/20.500.11840/pi45727,http://www.wikidata.org/entity/Q84594101,"[rdflib.term.Literal('Mylena dos Santos', lang='en'), rdflib.term.Literal('Mylena dos Santos', lang='nl')]"
B. (Brian) Nyinawanga,[],https://hdl.handle.net/20.500.11840/pi45741,http://www.wikidata.org/entity/Q82574093,"[rdflib.term.Literal('Brian Nyinawanga', lang='en'), rdflib.term.Literal('Brian Nyinawanga', lang='nl'), rdflib.term.Literal('Brian Nyinawanga', lang='pt'), rdflib.term.Literal('Brian Nyinawanga', lang='pt-br')]"
J. (James) Iyuna,[],https://hdl.handle.net/20.500.11840/pi45742,http://www.wikidata.org/entity/Q82572186,"[rdflib.term.Literal('James Iyuna', lang='sl'), rdflib.term.Literal('James Iyuna', lang='ast'), rdflib.term.Literal('James Iyuna', lang='ca'), rdflib.term.Literal('James Iyuna', lang='en'), rdflib.term.Literal('James Iyuna', lang='nl')]"
P.  (Pedro) Wonaeamirri,[],https://hdl.handle.net/20.500.11840/pi45743,http://www.wikidata.org/entity/Q53556045,"[rdflib.term.Literal('Pedro Wonaeamirri', lang='sl'), rdflib.term.Literal('Pedro Wonaeamirri', lang='ast'), rdflib.term.Literal('Pedro Wonaeamirri', lang='ca'), rdflib.term.Literal('Pedro Wonaeamirri', lang='en'), rdflib.term.Literal('Pedro Wonaeamirri', lang='es'), rdflib.term.Literal('Pedro Wonaeamirri', lang='nl')]"
F. (Freddy) Puruntatmeri,[],https://hdl.handle.net/20.500.11840/pi45744,http://www.wikidata.org/entity/Q86736586,"[rdflib.term.Literal('Freddy Puruntatmeri', lang='en'), rdflib.term.Literal('Freddy Puruntatmeri', lang='es'), rdflib.term.Literal('Freddy Puruntatmeri', lang='nl')]"
J. (John) Wilson,[],https://hdl.handle.net/20.500.11840/pi45745,http://www.wikidata.org/entity/Q86736590,"[rdflib.term.Literal('John Wilson', lang='en'), rdflib.term.Literal('John Wilson', lang='nl'), rdflib.term.Literal('জন উইলসন', lang='bn')]"
John Mawurndjul,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q6247250')],https://hdl.handle.net/20.500.11840/pi45746,http://www.wikidata.org/entity/Q6247250,"[rdflib.term.Literal('جون ماورندچول', lang='arz'), rdflib.term.Literal('John Mawurndjul', lang='ast'), rdflib.term.Literal('John Mawurndjul', lang='ca'), rdflib.term.Literal('John Mawurndjul', lang='de'), rdflib.term.Literal('John Mawurndjul', lang='en'), rdflib.term.Literal('John Mawurndjul', lang='es'), rdflib.term.Literal('John Mawurndjul', lang='fr'), rdflib.term.Literal('John Mawurndjul', lang='ga'), rdflib.term.Literal('John Mawurndjul', lang='it'), rdflib.term.Literal('John Mawurndjul', lang='nl'), rdflib.term.Literal('John Mawurndjul', lang='sl'), rdflib.term.Literal('John Mawurndjul', lang='sq')]"
C. (Carlos) Amorales,[],https://hdl.handle.net/20.500.11840/pi45748,http://www.wikidata.org/entity/Q5041755,"[rdflib.term.Literal('كارلوس اموراليس', lang='arz'), rdflib.term.Literal('Carlos Amorales', lang='ast'), rdflib.term.Literal('Carlos Amorales', lang='ca'), rdflib.term.Literal('Carlos Amorales', lang='da'), rdflib.term.Literal('Carlos Amorales', lang='de'), rdflib.term.Literal('Carlos Amorales', lang='en'), rdflib.term.Literal('Carlos Amorales', lang='es'), rdflib.term.Literal('Carlos Amorales', lang='fr'), rdflib.term.Literal('Carlos Amorales', lang='ga'), rdflib.term.Literal('Carlos Amorales', lang='it'), rdflib.term.Literal('Carlos Amorales', lang='nb'), rdflib.term.Literal('Carlos Amorales', lang='nl'), rdflib.term.Literal('Carlos Amorales', lang='nn'), rdflib.term.Literal('Carlos Amorales', lang='pt'), rdflib.term.Literal('Carlos Amorales', lang='pt-br'), rdflib.term.Literal('Carlos Amorales', lang='sl'), rdflib.term.Literal('Carlos Amorales', lang='sq'), rdflib.term.Literal('Carlos Amorales', lang='sv')]"
J. (Jan) Fabre,[],https://hdl.handle.net/20.500.11840/pi45750,http://www.wikidata.org/entity/Q702439,"[rdflib.term.Literal('Jan Fabre', lang='an'), rdflib.term.Literal('Jan Fabre', lang='cy'), rdflib.term.Literal('Jan Fabre', lang='de-at'), rdflib.term.Literal('Jan Fabre', lang='de-ch'), rdflib.term.Literal('Jan Fabre', lang='gl'), rdflib.term.Literal('Jan Fabre', lang='io'), rdflib.term.Literal('Jan Fabre', lang='jut'), rdflib.term.Literal('Jan Fabre', lang='pms'), rdflib.term.Literal('Jan Fabre', lang='ro'), rdflib.term.Literal('Jan Fabre', lang='sc'), rdflib.term.Literal('Jan Fabre', lang='sco'), rdflib.term.Literal('Jan Fabre', lang='sje'), rdflib.term.Literal('Jan Fabreo nyɛla Belgium yiliyiinda', lang='dag'), rdflib.term.Literal('Jan Fabre', lang='nl'), rdflib.term.Literal('جان فابر', lang='ar'), rdflib.term.Literal('جان فابر', lang='arz'), rdflib.term.Literal('Jan Fabre', lang='ast'), rdflib.term.Literal('Jan Fabre', lang='bs'), rdflib.term.Literal('Jan Fabre', lang='ca'), rdflib.term.Literal('Jan Fabre', lang='cs'), rdflib.term.Literal('Jan Fabre', lang='da'), rdflib.term.Literal('Jan Fabre', lang='de'), rdflib.term.Literal('Ζον Φάμπρε', lang='el'), rdflib.term.Literal('Jan Fabre', lang='en'), rdflib.term.Literal('Jan Fabre', lang='es'), rdflib.term.Literal('Jan Fabre', lang='fi'), rdflib.term.Literal('Jan Fabre', lang='fr'), rdflib.term.Literal('Jan Fabre', lang='ga'), rdflib.term.Literal('Յան Ֆաբրե', lang='hy'), rdflib.term.Literal('Jan Fabre', lang='it'), rdflib.term.Literal('ヤン・ファーブル', lang='ja'), rdflib.term.Literal('Jan Fabre', lang='nb'), rdflib.term.Literal('Jan Fabre', lang='nn'), rdflib.term.Literal('Jan Fabre', lang='pl'), rdflib.term.Literal('Jan Fabre', lang='pt'), rdflib.term.Literal('Jan Fabre', lang='pt-br'), rdflib.term.Literal('Фабр, Ян', lang='ru'), rdflib.term.Literal('Jan Fabre', lang='sl'), rdflib.term.Literal('Jan Fabre', lang='sq'), rdflib.term.Literal('Јан Фабре', lang='sr'), rdflib.term.Literal('Jan Fabre', lang='sv')]"
Thomas Adiejontoe,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593127')],https://hdl.handle.net/20.500.11840/pi45753,http://www.wikidata.org/entity/Q84593127,"[rdflib.term.Literal('Thomas Adiejontoe', lang='en'), rdflib.term.Literal('Thomas Adiejontoe', lang='nl')]"
