name,wiki_uri,s,wikidata,wiki_name
Emil Rosing,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86739532')],https://hdl.handle.net/20.500.11840/pi63674,http://www.wikidata.org/entity/Q86739532,"[rdflib.term.Literal('Emil Rosing', lang='sq'), rdflib.term.Literal('Emil Rosing', lang='da'), rdflib.term.Literal('Emil Rosing', lang='en'), rdflib.term.Literal('Emil Rosing', lang='nl')]"
F.D. van Rosmalen Jr.,[],https://hdl.handle.net/20.500.11840/pi63675,http://www.wikidata.org/entity/Q60235877,"[rdflib.term.Literal('F.D. van  Rosmalen (II)', lang='pt-br'), rdflib.term.Literal('F.D. van  Rosmalen (II)', lang='ast'), rdflib.term.Literal('F.D. van  Rosmalen (II)', lang='ca'), rdflib.term.Literal('F.D. van  Rosmalen (II)', lang='da'), rdflib.term.Literal('Frederik van Rosmalen', lang='de'), rdflib.term.Literal('F.D. van Rosmalen', lang='en'), rdflib.term.Literal('Frederik van Rosmalen', lang='es'), rdflib.term.Literal('Frederik van Rosmalen', lang='fr'), rdflib.term.Literal('Frederik van Rosmalen', lang='it'), rdflib.term.Literal('Frederik van Rosmalen', lang='nl'), rdflib.term.Literal('F.D. van  Rosmalen (II)', lang='pt'), rdflib.term.Literal('F.D. van Rosmalen', lang='sq'), rdflib.term.Literal('F.D. van  Rosmalen (II)', lang='sv')]"
A.Th. L. Rouwenhorst Mulder,[],https://hdl.handle.net/20.500.11840/pi63678,http://www.wikidata.org/entity/Q11350881,"[rdflib.term.Literal('Anthonie Rouwenhorst Mulder', lang='an'), rdflib.term.Literal('Anthonie Rouwenhorst Mulder', lang='cy'), rdflib.term.Literal('Anthonie Rouwenhorst Mulder', lang='de-at'), rdflib.term.Literal('Anthonie Rouwenhorst Mulder', lang='de-ch'), rdflib.term.Literal('Anthonie Rouwenhorst Mulder', lang='ga'), rdflib.term.Literal('Anthonie Rouwenhorst Mulder', lang='gl'), rdflib.term.Literal('Anthonie Rouwenhorst Mulder', lang='io'), rdflib.term.Literal('Anthonie Rouwenhorst Mulder', lang='jut'), rdflib.term.Literal('Anthonie Rouwenhorst Mulder', lang='nn'), rdflib.term.Literal('Anthonie Rouwenhorst Mulder', lang='pms'), rdflib.term.Literal('Anthonie Rouwenhorst Mulder', lang='ro'), rdflib.term.Literal('Anthonie Rouwenhorst Mulder', lang='sc'), rdflib.term.Literal('Anthonie Rouwenhorst Mulder', lang='sco'), rdflib.term.Literal('Anthonie Rouwenhorst Mulder', lang='sje'), rdflib.term.Literal('Anthonie Rouwenhorst Mulder', lang='ast'), rdflib.term.Literal('Anthonie Rouwenhorst Mulder', lang='ca'), rdflib.term.Literal('Anthonie Rouwenhorst Mulder', lang='da'), rdflib.term.Literal('Anthonie Rouwenhorst Mulder', lang='de'), rdflib.term.Literal('Anthonie Rouwenhorst Mulder', lang='en'), rdflib.term.Literal('Anthonie Rouwenhorst Mulder', lang='es'), rdflib.term.Literal('Anthonie Rouwenhorst Mulder', lang='fi'), rdflib.term.Literal('Anthonie Rouwenhorst Mulder', lang='fr'), rdflib.term.Literal('Anthonie Rouwenhorst Mulder', lang='it'), rdflib.term.Literal('ローウェンホルスト・ムルデル', lang='ja'), rdflib.term.Literal('Anthonie Rouwenhorst Mulder', lang='nb'), rdflib.term.Literal('Anthonie Rouwenhorst Mulder', lang='nl'), rdflib.term.Literal('Anthonie Rouwenhorst Mulder', lang='pt'), rdflib.term.Literal('Anthonie Rouwenhorst Mulder', lang='pt-br'), rdflib.term.Literal('Anthonie Rouwenhorst Mulder', lang='sl'), rdflib.term.Literal('Anthonie Rouwenhorst Mulder', lang='sq'), rdflib.term.Literal('Anthonie Rouwenhorst Mulder', lang='sv'), rdflib.term.Literal('安東尼·羅文霍斯特·默爾德', lang='zh')]"
Larry Rutherford,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86739534')],https://hdl.handle.net/20.500.11840/pi63685,http://www.wikidata.org/entity/Q86739534,"[rdflib.term.Literal('Larry Rutherford', lang='en'), rdflib.term.Literal('Larry Rutherford', lang='nl')]"
RÃ¼timeyer,[],https://hdl.handle.net/20.500.11840/pi63686,http://www.wikidata.org/entity/Q86819706,"[rdflib.term.Literal('Rütimeyer', lang='de'), rdflib.term.Literal('Rütimeyer', lang='en'), rdflib.term.Literal('Rütimeyer', lang='nl'), rdflib.term.Literal('Rutimeyer', lang='sq')]"
"SDHM, Colombo; oa Sadoon",[],https://hdl.handle.net/20.500.11840/pi63691,http://www.wikidata.org/entity/Q86739538,[]
Hed Saebens; Wiener,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86739541')],https://hdl.handle.net/20.500.11840/pi63692,http://www.wikidata.org/entity/Q86739541,"[rdflib.term.Literal('Hed Saebens; Wiener', lang='en'), rdflib.term.Literal('Hed Saebens; Wiener', lang='nl')]"
M. Samejima,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86739545')],https://hdl.handle.net/20.500.11840/pi63698,http://www.wikidata.org/entity/Q86739545,"[rdflib.term.Literal('M. Samejima', lang='en'), rdflib.term.Literal('M. Samejima', lang='nl')]"
J.W. Sanborn,[],https://hdl.handle.net/20.500.11840/pi63700,http://www.wikidata.org/entity/Q29043172,"[rdflib.term.Literal('John Wentworth Sanborn', lang='sl'), rdflib.term.Literal('J.W. Sanborn', lang='ca'), rdflib.term.Literal('J.W. Sanborn', lang='da'), rdflib.term.Literal('J.W.  Sanborn', lang='de'), rdflib.term.Literal('John Wentworth Sanborn', lang='en'), rdflib.term.Literal('J.W. Sanborn', lang='es'), rdflib.term.Literal('J.W.  Sanborn', lang='fr'), rdflib.term.Literal('J.W. Sanborn', lang='it'), rdflib.term.Literal('John Wentworth Sanborn', lang='nl'), rdflib.term.Literal('J.W. Sanborn', lang='pap'), rdflib.term.Literal('J.W. Sanborn', lang='pt'), rdflib.term.Literal('J.W. Sanborn', lang='pt-br'), rdflib.term.Literal('John Wentworth Sanborn', lang='sq'), rdflib.term.Literal('J.W. Sanborn', lang='sv')]"
T.S. Satyan,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q7672679')],https://hdl.handle.net/20.500.11840/pi63710,http://www.wikidata.org/entity/Q7672679,"[rdflib.term.Literal('T S Satyan', lang='dag'), rdflib.term.Literal('تى اس ساتيان', lang='arz'), rdflib.term.Literal('টি. এস. সত্যন', lang='bn'), rdflib.term.Literal('T S Satyan', lang='ca'), rdflib.term.Literal('T S Satyan', lang='da'), rdflib.term.Literal('T S Satyan', lang='de'), rdflib.term.Literal('T S Satyan', lang='en'), rdflib.term.Literal('T S Satyan', lang='es'), rdflib.term.Literal('T S Satyan', lang='fr'), rdflib.term.Literal('T S Satyan', lang='ga'), rdflib.term.Literal('ಟಿ ಎಸ್ ಸತ್ಯನ್', lang='kn'), rdflib.term.Literal('ടി. എസ്. സത്യൻ', lang='ml'), rdflib.term.Literal('टी.एस. सत्यन', lang='mr'), rdflib.term.Literal('T S Satyan', lang='nb'), rdflib.term.Literal('T.S. Satyan', lang='nl'), rdflib.term.Literal('T S Satyan', lang='nn'), rdflib.term.Literal('ଟି ଏସ ସତ୍ୟନ', lang='or'), rdflib.term.Literal('T. S. Satyan', lang='sl'), rdflib.term.Literal('T S Satyan', lang='sq'), rdflib.term.Literal('T S Satyan', lang='sv')]"
Eric van der Schalie,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q73410208')],https://hdl.handle.net/20.500.11840/pi63716,http://www.wikidata.org/entity/Q73410208,"[rdflib.term.Literal('Eric van der Schalie', lang='ca'), rdflib.term.Literal('Eric van der Schalie', lang='da'), rdflib.term.Literal('Eric van der Schalie', lang='de'), rdflib.term.Literal('Eric van der Schalie', lang='en'), rdflib.term.Literal('Eric van der Schalie', lang='es'), rdflib.term.Literal('Eric van der Schalie', lang='fr'), rdflib.term.Literal('Eric van der Schalie', lang='it'), rdflib.term.Literal('Eric van der Schalie', lang='nl'), rdflib.term.Literal('Eric van der Schalie', lang='pap'), rdflib.term.Literal('Eric van der Schalie', lang='pt'), rdflib.term.Literal('Eric van der Schalie', lang='pt-br'), rdflib.term.Literal('Eric van der Schalie', lang='sq'), rdflib.term.Literal('Eric van der Schalie', lang='sv')]"
Mevr. Scheltema,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86819709')],https://hdl.handle.net/20.500.11840/pi63719,http://www.wikidata.org/entity/Q86819709,"[rdflib.term.Literal('Mevr. Scheltema', lang='en'), rdflib.term.Literal('Mevr. Scheltema', lang='nl'), rdflib.term.Literal('Mevr. Scheltema', lang='sq')]"
P. Scherft,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86739547')],https://hdl.handle.net/20.500.11840/pi63721,http://www.wikidata.org/entity/Q86739547,"[rdflib.term.Literal('P. Scherft', lang='ast'), rdflib.term.Literal('P. Scherft', lang='en-ca'), rdflib.term.Literal('P. Scherft', lang='es'), rdflib.term.Literal('P. Scherft', lang='it'), rdflib.term.Literal('P. Scherft', lang='pt'), rdflib.term.Literal('P. Scherft', lang='ca'), rdflib.term.Literal('P. Scherft', lang='en-gb'), rdflib.term.Literal('P. Scherft', lang='fr'), rdflib.term.Literal('P. Scherft', lang='pt-br'), rdflib.term.Literal('P. Scherft', lang='en'), rdflib.term.Literal('P. Scherft', lang='nl'), rdflib.term.Literal('P. Scherft', lang='sq')]"
L. Scherman,[],https://hdl.handle.net/20.500.11840/pi63722,http://www.wikidata.org/entity/Q214847,"[rdflib.term.Literal('لوسيان ستشيرمان', lang='arz'), rdflib.term.Literal('Lucian Scherman', lang='ast'), rdflib.term.Literal('Lucian Scherman', lang='ca'), rdflib.term.Literal('Lucian Scherman', lang='da'), rdflib.term.Literal('Lucian Scherman', lang='de'), rdflib.term.Literal('Lucian Scherman', lang='en'), rdflib.term.Literal('Lucian Scherman', lang='es'), rdflib.term.Literal('Lucian Scherman', lang='fi'), rdflib.term.Literal('Lucian Scherman', lang='fr'), rdflib.term.Literal('Lucian Scherman', lang='it'), rdflib.term.Literal('Lucian Scherman', lang='nb'), rdflib.term.Literal('Lucian Scherman', lang='nl'), rdflib.term.Literal('Lucian Scherman', lang='pt'), rdflib.term.Literal('Lucian Scherman', lang='pt-br'), rdflib.term.Literal('Lucian Scherman', lang='sl'), rdflib.term.Literal('Lucian Scherman', lang='sq'), rdflib.term.Literal('Lucian Scherman', lang='sv')]"
W. Schinkmann,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86739589')],https://hdl.handle.net/20.500.11840/pi63725,http://www.wikidata.org/entity/Q86739589,"[rdflib.term.Literal('W. Schinkmann', lang='en'), rdflib.term.Literal('W. Schinkmann', lang='nl')]"
G. (Gustaaf) Schlegel,[],https://hdl.handle.net/20.500.11840/pi63727,http://www.wikidata.org/entity/Q2437480,"[rdflib.term.Literal('Gustaaf Schlegel', lang='an'), rdflib.term.Literal('Gustaaf Schlegel', lang='cy'), rdflib.term.Literal('Gustaaf Schlegel', lang='de-at'), rdflib.term.Literal('Gustaaf Schlegel', lang='de-ch'), rdflib.term.Literal('Gustaaf Schlegel', lang='fi'), rdflib.term.Literal('Gustaaf Schlegel', lang='ga'), rdflib.term.Literal('Gustaaf Schlegel', lang='gl'), rdflib.term.Literal('Gustaaf Schlegel', lang='io'), rdflib.term.Literal('Gustaaf Schlegel', lang='jut'), rdflib.term.Literal('Gustaaf Schlegel', lang='pms'), rdflib.term.Literal('Gustaaf Schlegel', lang='pt'), rdflib.term.Literal('Gustaaf Schlegel', lang='pt-br'), rdflib.term.Literal('Gustaaf Schlegel', lang='ro'), rdflib.term.Literal('Gustaaf Schlegel', lang='sc'), rdflib.term.Literal('Gustaaf Schlegel', lang='sco'), rdflib.term.Literal('Gustaaf Schlegel', lang='sje'), rdflib.term.Literal('Gustaaf Schlegel', lang='ast'), rdflib.term.Literal('Gustaaf Schlegel', lang='ca'), rdflib.term.Literal('Gustaaf Schlegel', lang='da'), rdflib.term.Literal('Gustaaf Schlegel', lang='de'), rdflib.term.Literal('Gustaaf Schlegel', lang='en'), rdflib.term.Literal('Gustaaf Schlegel', lang='en-ca'), rdflib.term.Literal('Gustaaf Schlegel', lang='en-gb'), rdflib.term.Literal('Gustaaf Schlegel', lang='es'), rdflib.term.Literal('Gustaaf Schlegel', lang='fr'), rdflib.term.Literal('Gustaaf Schlegel', lang='hu'), rdflib.term.Literal('Gustaaf Schlegel', lang='it'), rdflib.term.Literal('グスタフ・シュレーゲル', lang='ja'), rdflib.term.Literal('Gustaaf Schlegel', lang='nb'), rdflib.term.Literal('Gustaaf Schlegel', lang='nds'), rdflib.term.Literal('Gustaaf Schlegel', lang='nl'), rdflib.term.Literal('Gustaaf Schlegel', lang='nn'), rdflib.term.Literal('Gustaaf Schlegel', lang='sl'), rdflib.term.Literal('Gustaaf Schlegel', lang='sq'), rdflib.term.Literal('Gustaaf Schlegel', lang='sv'), rdflib.term.Literal('施古德', lang='zh')]"
Dr. J.D.E. (Johann) Schmeltz,[],https://hdl.handle.net/20.500.11840/pi63730,http://www.wikidata.org/entity/Q2439925,"[rdflib.term.Literal('چوهان ستشميلتز', lang='arz'), rdflib.term.Literal('Johannes Dietrich Eduard Schmeltz', lang='ca'), rdflib.term.Literal('Johannes Dietrich Eduard Schmeltz', lang='da'), rdflib.term.Literal('Johannes Dietrich Eduard Schmeltz', lang='de'), rdflib.term.Literal('Johann Schmeltz', lang='en'), rdflib.term.Literal('Johann Schmeltz', lang='es'), rdflib.term.Literal('Johannes Dietrich Eduard Schmeltz', lang='fi'), rdflib.term.Literal('Johannes Dietrich Eduard Schmeltz', lang='fr'), rdflib.term.Literal('Johannes Dietrich Eduard Schmeltz', lang='it'), rdflib.term.Literal('Johannes Dietrich Eduard Schmeltz', lang='nb'), rdflib.term.Literal('Johann Schmeltz', lang='nl'), rdflib.term.Literal('Johannes Dietrich Eduard Schmeltz', lang='pt'), rdflib.term.Literal('Johannes Dietrich Eduard Schmeltz', lang='pt-br'), rdflib.term.Literal('Johann Schmeltz', lang='sl'), rdflib.term.Literal('Johann Schmeltz', lang='sq'), rdflib.term.Literal('Johannes Dietrich Eduard Schmeltz', lang='sv')]"
Carl A. Schmitz,[],https://hdl.handle.net/20.500.11840/pi63732,http://www.wikidata.org/entity/Q1036881,"[rdflib.term.Literal('Carl August Schmitz', lang='dag'), rdflib.term.Literal('Carl August Schmitz', lang='ast'), rdflib.term.Literal('Carl August Schmitz', lang='ca'), rdflib.term.Literal('Carl August Schmitz', lang='da'), rdflib.term.Literal('Carl August Schmitz', lang='de'), rdflib.term.Literal('Carl August Schmitz', lang='en'), rdflib.term.Literal('Carl August Schmitz', lang='es'), rdflib.term.Literal('Carl August Schmitz', lang='fi'), rdflib.term.Literal('Carl August Schmitz', lang='fr'), rdflib.term.Literal('Carl August Schmitz', lang='it'), rdflib.term.Literal('Carl August Schmitz', lang='nb'), rdflib.term.Literal('Carl August Schmitz', lang='nds'), rdflib.term.Literal('Carl August Schmitz', lang='nl'), rdflib.term.Literal('Carl August Schmitz', lang='nn'), rdflib.term.Literal('Carl August Schmitz', lang='pt'), rdflib.term.Literal('Carl August Schmitz', lang='pt-br'), rdflib.term.Literal('Carl August Schmitz', lang='sl'), rdflib.term.Literal('Carl August Schmitz', lang='sq'), rdflib.term.Literal('Carl August Schmitz', lang='sv')]"
Schneider,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q65928795'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q86819711'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q95122620'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q95124869'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q95356380'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q95373079'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q107649085')]",https://hdl.handle.net/20.500.11840/pi63733,http://www.wikidata.org/entity/Q86819711,"[rdflib.term.Literal('Schneider', lang='en'), rdflib.term.Literal('Schneider', lang='nl'), rdflib.term.Literal('Schneider', lang='sq')]"
F.F.G. (Floor) Scholte,[],https://hdl.handle.net/20.500.11840/pi63735,http://www.wikidata.org/entity/Q84368678,"[rdflib.term.Literal('Floor Scholte', lang='ast'), rdflib.term.Literal('Floor Scholte', lang='ca'), rdflib.term.Literal('Floor Scholte', lang='cy'), rdflib.term.Literal('Floor Scholte', lang='da'), rdflib.term.Literal('Floor Scholte', lang='de'), rdflib.term.Literal('Floor Scholte', lang='en'), rdflib.term.Literal('Floor Scholte', lang='es'), rdflib.term.Literal('Floor Scholte', lang='fi'), rdflib.term.Literal('Floor Scholte', lang='fr'), rdflib.term.Literal('Floor Scholte', lang='ga'), rdflib.term.Literal('Floor Scholte', lang='it'), rdflib.term.Literal('Floor Scholte', lang='nb'), rdflib.term.Literal('Floor Scholte', lang='nl'), rdflib.term.Literal('Floor Scholte', lang='pt'), rdflib.term.Literal('Floor Scholte', lang='pt-br'), rdflib.term.Literal('Floor Scholte', lang='ro'), rdflib.term.Literal('Floor Scholte', lang='sc'), rdflib.term.Literal('Floor Scholte', lang='sq'), rdflib.term.Literal('Floor Scholte', lang='sv')]"
Schoon,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86819712')],https://hdl.handle.net/20.500.11840/pi63737,http://www.wikidata.org/entity/Q86819712,"[rdflib.term.Literal('Schoon', lang='en'), rdflib.term.Literal('Schoon', lang='nl'), rdflib.term.Literal('Schoon', lang='sq')]"
Schreiter,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86819714')],https://hdl.handle.net/20.500.11840/pi63741,http://www.wikidata.org/entity/Q86819714,"[rdflib.term.Literal('Schreiter', lang='en'), rdflib.term.Literal('Schreiter', lang='nl'), rdflib.term.Literal('Schreiter', lang='sq')]"
SchrÃ¶der; Shamsjir,[],https://hdl.handle.net/20.500.11840/pi63744,http://www.wikidata.org/entity/Q86819715,"[rdflib.term.Literal('Schröder; Shamsjir', lang='en'), rdflib.term.Literal('Schröder; Shamsjir', lang='nl')]"
SchÃ¼ffner,[],https://hdl.handle.net/20.500.11840/pi63745,http://www.wikidata.org/entity/Q86819728,"[rdflib.term.Literal('Schüffner Dr', lang='en'), rdflib.term.Literal('Schüffner Dr', lang='nl'), rdflib.term.Literal('Schuffner Dr', lang='sq')]"
Schulte,[],https://hdl.handle.net/20.500.11840/pi63746,http://www.wikidata.org/entity/Q86819732,"[rdflib.term.Literal('Schulte Mevr.', lang='en'), rdflib.term.Literal('Mevr. Schulte', lang='nl'), rdflib.term.Literal('Schulte Mevr.', lang='sq')]"
Carl Schuster,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q1040539'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q5040787'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q86739591')]",https://hdl.handle.net/20.500.11840/pi63749,http://www.wikidata.org/entity/Q86739591,"[rdflib.term.Literal('Carl Schuster', lang='en'), rdflib.term.Literal('Carl Schuster', lang='nl'), rdflib.term.Literal('Carl Schuster', lang='sq')]"
A. Scohy,[],https://hdl.handle.net/20.500.11840/pi63754,http://www.wikidata.org/entity/Q83287513,"[rdflib.term.Literal('A. Scohy', lang='de'), rdflib.term.Literal('A. Scohy', lang='en'), rdflib.term.Literal('A. Scohy', lang='es'), rdflib.term.Literal('A. Scohy', lang='fr'), rdflib.term.Literal('A. Scohy', lang='it'), rdflib.term.Literal('Andre Scohy', lang='nl'), rdflib.term.Literal('A. Scohy', lang='sq')]"
Scowen,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86819734')],https://hdl.handle.net/20.500.11840/pi63755,http://www.wikidata.org/entity/Q86819734,"[rdflib.term.Literal('Scowen', lang='en'), rdflib.term.Literal('Scowen', lang='nl'), rdflib.term.Literal('Scowen', lang='sq')]"
F. Seltmann,[],https://hdl.handle.net/20.500.11840/pi63759,http://www.wikidata.org/entity/Q86739597,"[rdflib.term.Literal('F. Seltmann', lang='en'), rdflib.term.Literal('Friedrich Seltmann', lang='nl'), rdflib.term.Literal('F. Seltmann', lang='sq')]"
Antoin Sevruguin,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q382319')],https://hdl.handle.net/20.500.11840/pi63763,http://www.wikidata.org/entity/Q382319,"[rdflib.term.Literal('انتوين سيڤروجوين', lang='arz'), rdflib.term.Literal('Antoin Sevruguin', lang='ast'), rdflib.term.Literal('Antoin Sevruguin', lang='ca'), rdflib.term.Literal('Anton Sevrjuguin', lang='cs'), rdflib.term.Literal('Antoin Sevruguin', lang='da'), rdflib.term.Literal('Antoin Sevruguin', lang='de'), rdflib.term.Literal('Antoin Sevruguin', lang='en'), rdflib.term.Literal('Antoin Sevruguin', lang='es'), rdflib.term.Literal('آنتوان سوروگین', lang='fa'), rdflib.term.Literal('Antoin Sevruguin', lang='fr'), rdflib.term.Literal('Antoin Sevruguin', lang='ga'), rdflib.term.Literal('Անտուան Սևրուգին', lang='hy'), rdflib.term.Literal('Antoin Sevruguin', lang='it'), rdflib.term.Literal('アントワン・セヴルギン', lang='ja'), rdflib.term.Literal('ანტუან სევრიუგინი', lang='ka'), rdflib.term.Literal('Antoin Sevruguin', lang='nl'), rdflib.term.Literal('Antoin Sevruguin', lang='pt'), rdflib.term.Literal('Antoin Sevruguin', lang='pt-br'), rdflib.term.Literal('Севрюгин, Антон Васильевич', lang='ru'), rdflib.term.Literal('Antoin Sevruguin', lang='sq'), rdflib.term.Literal('Antoin Sevruguin', lang='sv'), rdflib.term.Literal('Antoin Sevruguin', lang='tr'), rdflib.term.Literal('安妥英·薩夫魯秦', lang='zh')]"
Hans Sibbelee,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q4308895')],https://hdl.handle.net/20.500.11840/pi63765,http://www.wikidata.org/entity/Q4308895,"[rdflib.term.Literal('Hans Sibbelee', lang='an'), rdflib.term.Literal('Hans Sibbelee', lang='cy'), rdflib.term.Literal('Hans Sibbelee', lang='de-at'), rdflib.term.Literal('Hans Sibbelee', lang='de-ch'), rdflib.term.Literal('Hans Sibbelee', lang='fi'), rdflib.term.Literal('Hans Sibbelee', lang='ga'), rdflib.term.Literal('Hans Sibbelee', lang='gl'), rdflib.term.Literal('Hans Sibbelee', lang='io'), rdflib.term.Literal('Hans Sibbelee', lang='jut'), rdflib.term.Literal('Hans Sibbelee', lang='nb'), rdflib.term.Literal('Hans Sibbelee', lang='nn'), rdflib.term.Literal('Hans Sibbelee', lang='pms'), rdflib.term.Literal('Hans Sibbelee', lang='ro'), rdflib.term.Literal('Hans Sibbelee', lang='sc'), rdflib.term.Literal('Hans Sibbelee', lang='sco'), rdflib.term.Literal('Hans Sibbelee', lang='sje'), rdflib.term.Literal('Hans Sibbelee', lang='ast'), rdflib.term.Literal('Hans Sibbelee', lang='ca'), rdflib.term.Literal('Hans Sibbelee', lang='da'), rdflib.term.Literal('Hans Sibbelee', lang='de'), rdflib.term.Literal('Hans Sibbelee', lang='en'), rdflib.term.Literal('Hans Sibbelee', lang='es'), rdflib.term.Literal('Hans Sibbelee', lang='fr'), rdflib.term.Literal('Hans Sibbelee', lang='it'), rdflib.term.Literal('Hans Sibbelee', lang='nl'), rdflib.term.Literal('Hans Sibbelee', lang='pt'), rdflib.term.Literal('Hans Sibbelee', lang='pt-br'), rdflib.term.Literal('Hans Sibbelee', lang='sl'), rdflib.term.Literal('Hans Sibbelee', lang='sq'), rdflib.term.Literal('Hans Sibbelee', lang='sv')]"
J. Sigrist,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86739599')],https://hdl.handle.net/20.500.11840/pi63767,http://www.wikidata.org/entity/Q86739599,"[rdflib.term.Literal('J. Sigrist', lang='en'), rdflib.term.Literal('J. Sigrist', lang='nl')]"
J.P. Sikke of: Sinke,[],https://hdl.handle.net/20.500.11840/pi63768,http://www.wikidata.org/entity/Q86739601,"[rdflib.term.Literal('J.P. Sikke', lang='en'), rdflib.term.Literal('J.P. Sikke', lang='nl'), rdflib.term.Literal('J.P. Sikke', lang='sq')]"
Pjotr P. Simkevic,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86739604')],https://hdl.handle.net/20.500.11840/pi63772,http://www.wikidata.org/entity/Q86739604,"[rdflib.term.Literal('Pjotr P. Simkevic', lang='en'), rdflib.term.Literal('Pjotr P. Simkevic', lang='nl'), rdflib.term.Literal('Pjotr P. Simkevic', lang='sq')]"
van Sinay,[],https://hdl.handle.net/20.500.11840/pi63773,http://www.wikidata.org/entity/Q86819735,"[rdflib.term.Literal('Sinay van', lang='en'), rdflib.term.Literal('Sinay van', lang='nl'), rdflib.term.Literal('Sinay van', lang='sq')]"
Sien Sixma-van Dok,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86739608')],https://hdl.handle.net/20.500.11840/pi63777,http://www.wikidata.org/entity/Q86739608,"[rdflib.term.Literal('Sien Sixma-van Dok', lang='en'), rdflib.term.Literal('Sien Sixma-van Dok', lang='nl'), rdflib.term.Literal('Sien Sixma-van Dok', lang='sq')]"
Sladden,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86819737')],https://hdl.handle.net/20.500.11840/pi63779,http://www.wikidata.org/entity/Q86819737,"[rdflib.term.Literal('Sladden', lang='en'), rdflib.term.Literal('Sladden', lang='nl'), rdflib.term.Literal('Sladden', lang='sq')]"
J. Sleding,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q58112597')],https://hdl.handle.net/20.500.11840/pi63780,http://www.wikidata.org/entity/Q58112597,"[rdflib.term.Literal('J. Sleding', lang='ast'), rdflib.term.Literal('J. Sleding', lang='ca'), rdflib.term.Literal('J. Sleding', lang='cy'), rdflib.term.Literal('J. Sleding', lang='da'), rdflib.term.Literal('J. Sleding', lang='de'), rdflib.term.Literal('J. Sleding', lang='en'), rdflib.term.Literal('J. Sleding', lang='es'), rdflib.term.Literal('J. Sleding', lang='et'), rdflib.term.Literal('J. Sleding', lang='eu'), rdflib.term.Literal('J. Sleding', lang='fi'), rdflib.term.Literal('J. Sleding', lang='fr'), rdflib.term.Literal('J. Sleding', lang='ga'), rdflib.term.Literal('J. Sleding', lang='gl'), rdflib.term.Literal('J. Sleding', lang='it'), rdflib.term.Literal('J. Sleding', lang='nb'), rdflib.term.Literal('J. Sleding', lang='nl'), rdflib.term.Literal('J. Sleding', lang='pt'), rdflib.term.Literal('J. Sleding', lang='pt-br'), rdflib.term.Literal('J. Sleding', lang='ro'), rdflib.term.Literal('J. Sleding', lang='sc'), rdflib.term.Literal('J. Sleding', lang='sl'), rdflib.term.Literal('J. Sleding', lang='sq'), rdflib.term.Literal('J. Sleding', lang='sv')]"
A.A.(Anneke) Smit,[],https://hdl.handle.net/20.500.11840/pi63786,http://www.wikidata.org/entity/Q86739610,"[rdflib.term.Literal('Anneke Smit', lang='en'), rdflib.term.Literal('Anneke Smit', lang='nl')]"
R.M. Soetarjo,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86739645')],https://hdl.handle.net/20.500.11840/pi63792,http://www.wikidata.org/entity/Q86739645,"[rdflib.term.Literal('R.M. Soetarjo', lang='en'), rdflib.term.Literal('R.M. Soetarjo', lang='nl'), rdflib.term.Literal('R.M. Soetarjo', lang='sq')]"
Wm S. SoulÃ©,[],https://hdl.handle.net/20.500.11840/pi63794,http://www.wikidata.org/entity/Q86739648,[]
