name,wiki_uri
Coleman Cassa,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740106')]
Rosemary Brenninger,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86819859')]
Linda Washington,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740108')]
Leda Lester,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740112')]
Reginald Tortilla,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740115')]
Ronald Gloshay,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740118')]
Audry La Paz,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740119')]
Juan Davis Lopez,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740125')]
Hardy Smith,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740127')]
Robert Harrison Curley,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740138')]
Roy Romero,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740140')]
Sophie Sanchez,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q81106333')]
Floyd Torivio,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740145')]
E. Mirabal,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740146')]
Dan Chalan,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740149')]
Alfred Mitchell,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q21455236'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q75964907'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q76241697'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q100145339'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q102400549'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q109884400')]"
Charley Harrison,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740151'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q100800708'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q102925950')]"
Homer Iron Jr,[]
Philip King,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q3379028'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q7183896'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740158'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q96612071'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q98101000'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q108540935')]"
Alice Canyon,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740160')]
Roger Jackson,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q7358397'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q19880938'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q20091001'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740170'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q89909236')]"
Rosmary Mexichan,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740177')]
Ken Yazzie,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740180')]
Rena Cly,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740181')]
Eddie Wilson,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q5336570'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q24795213'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740188')]"
Lattie Patterson,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740191')]
Fred Vallo,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740193')]
Sammie Chischilly,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740196')]
Albert Josay,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740201')]
Tom Rex Coochyamptewa,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740238')]
Melvin ?,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740241')]
Lacapa ?,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740244')]
Terrance Talas,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740248')]
Jo Fern Kaye,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740253')]
J. Quutskuyua,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740254')]
Marietta Fritz,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740256')]
Ralph Chuyou,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740260')]
Jerry Youyetewa,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740268')]
Odaiba,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86819860')]
Mildred Tinawe,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84494708')]
Muriel Ruri,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84494694')]
Edith Jabusowa,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84496014')]
Jill Javisea,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84494680')]
Mary Dave,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84496004')]
Nora Mokose,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84494692')]
Ida Mary Difi,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84496007')]
Brenda Dave,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84495998')]
Vinolia Bogea,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84495988')]
Helen Dave,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84496000')]
Blanche Bogea,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84495987')]
Grace Kafusa,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84494684')]
Darling Kero,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84494687')]
Louisa Joke,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84494681')]
Violet Vago,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84494710')]
Bridget Ambari,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84495982')]
Ethelmay Jabusowa,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84496016')]
Mona Doki,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84496010')]
Gretel Aburin,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84495979')]
Lina Daima,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84495994')]
Christobel Daima,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84495992')]
Kiefas Dave,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84496001')]
Sylvia Dave,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498226')]
Julie Bendo,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84495984')]
Ernes Makare,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593799')]
Urbanus Ukapoku,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594381')]
Aodo Denzen,[]
Gary Acque,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740270')]
Dora Honyaktewa,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740273')]
Dina Susunkewa,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740277')]
Frieda Nuvangyaoma,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740278')]
Jennie Ann Honyaktewa,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740279')]
Jara Hulkenberg,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84368589')]
Kyokutei Bakin,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q463142')]
Takai Ranzan,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q28016729')]
Teodora Blanco,[]
Ladji Badiaga,[]
dhr Frank Siegmund (Schaal 1:),[]
Michiake Saku,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499282')]
Carl Hubert de Villeneuve,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740282')]
Maud Begau,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593192')]
J.Th.( Jean Theodore) Royer,[]
G.J. Verbeek,[]
dr Gerard de Koning,[]
Della Reed,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82574658')]
V. Mutwa,[]
FatimÃ© KassÃ©,[]
Dolorita GutÃ­errez,[]
Aikawa Minwa,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82573755')]
Kitagawa Harunari,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740286')]
Durgesh Chandra Singh,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740289')]
M.D. Natesan,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498927')]
Ranoda Ch. Ukil,[]
Rameshar Prasad Varma,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499679')]
L.M. Ghose,[]
Pastoor Gregorius,[]
Kyokutei Bakin,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q463142')]
Shibukawa Seiemon,[]
Hayashiya SÃ´bei,[]
Matsuya Zenbei,[]
Eirakuya TÃ´shirÃ´,[]
Ogata KÃ´rin,[]
Shikatsube Magao,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q11677231')]
Sandara,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86819863')]
Asakusaan Ichindo,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82572063')]
I. Made Geria,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82573444')]
I. Nyoman Tjokot,[]
I Made Rangkus,[]
J. Dewa Gde Raka,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498246')]
I Ketut Roja,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82574739')]
I Dampul,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498218')]
I Tame,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499558')]
J. Gerudug,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498157')]
Gusti Djelantik,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498268')]
I. Nongos (Djati),[]
I Reneh,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82574702')]
Ida Bagus Anom (sr),[]
Ida Bagus Made 'Poleng',[]
Anak Agung Gde Raka Turas,[]
Anak Agung Gede Sobrat,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q43137752')]
Ida Bagus Patere of Putere,[]
I Made Jata,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82572255')]
A.A. Putu Sodan,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499397')]
Putu Berata,[]
I. Gusti Putu Gede Lempad,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498692')]
Ida Bagus Belawa,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q78881690')]
Ida Bagus Wiri,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82576033')]
I Rudin,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82574759')]
Anak Agung Gede Tjukit,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499628')]
I Ketut Regig,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82574693')]
I. Gurit Baret,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498045')]
I. Wajan Keretjap,[]
I. Pogog,[]
J. Duge,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498281')]
Ida Bagus Made Jatasura,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82572259')]
I Wayan Gedot,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82571414')]
Ida Bagus Kembeng,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82571952')]
I Ketut Tunge,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82575894')]
Ida Bagus Nyoman Bun,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498128')]
I Gerembuang,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82570616')]
I Nyoman Patera,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82574310')]
I Nyoman Silur,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82575152')]
I. Tegelan,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499569')]
Anak Agung Gde Meregeg,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82573672')]
I. Dewa Nyoman Leper,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82573225')]
I Wayan Tojiwa,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82575776')]
Tjokorda Oka (Pliatan),[]
I Regep,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82574690')]
Ida Bagus Gerebuak,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498155')]
Ida Bagus Mukuh,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498890')]
I. Wayan Karia,[]
Anak Agung Raka,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499167')]
I. Nyoman Ridi,[]
Ida Bagus Rai,[]
I. Baruk,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498051')]
I Gusti Made Kwanji,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82573021')]
I Made Gina,[]
Ida Bagus Raka of Roka,[]
Ida Bagus Pegug,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498771')]
Ida Bagus Sodang,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499399')]
I Gesok,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498159')]
I Resek,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499209')]
I Gusti Made Rundu,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q96337313')]
Anak Agung Putu Sedan,[]
Ida Bagus Made Bala,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498749')]
Ida Bagus Lanus,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82573051')]
I Ketut Keteg,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82572524')]
Ida Bagus Diding,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82570929')]
I Dewa Kompiang Ketut Kandel,[]
I Tombelos,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82575784')]
I Wayan Eka Budi,[]
I Dewa Gede Brata,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498110')]
I Dewa Kompiang Pasek,[]
Ida Bagus Putu Taman,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82574482')]
I Wayan Ayun,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82570163')]
H.M. Anschutz,[]
F.A. Rinehart,[]
Carl Moon,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q20822533')]
L. Peterson,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740320')]
Connie Tsosie Gaussoin,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498371')]
Marcina Delgarito,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498236')]
Colina Yazzie,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499772')]
Elaine Becenti,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498058')]
Bill Emerson,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q862084'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q4908896'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498318')]"
Nora BÃ¡l,[]
Albert Brown,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q4709819'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q18631644'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q21608006'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q66744464'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498117'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q94658651'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q100761409')]"
Albert Cleveland,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498186')]
Jacqueline Cleveland,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498188')]
Tommy Silver,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499366')]
Willy Silver,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499368')]
Clara Williams,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q11837680'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q61161694'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q75525437'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q76101373'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499752'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q107626447')]"
George Phillips,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q18756726'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q21597964'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q22704641'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q23619999'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q48773077'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q55612534'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q64014646'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q76369790'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499071'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q87345974'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q96201230'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q96201229'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q100900647'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q100900648')]"
Chris Mansfield,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498772')]
Howard Dennis,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498244')]
Eddison Soohetfya,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499435')]
Lloyd Nelson,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q21418854'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498929')]"
Joyce Waseta,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499722')]
Quintus Peynetsa,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499066')]
M.D. Besselente,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498090')]
Steve LaRance,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498675')]
Mark Roanhorse Crawford,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498197')]
Joel V. Barrett,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498049')]
Adam Clark Vroman,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q13552833')]
Trader Tom,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499637')]
Francisco Ortiz Reyes,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499015')]
Martina LÃ³pez Ortega,[]
EncarnaciÃ¶n Ortiz,[]
Marcelino,[]
Elvira Artemia Bautista Aguilar,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498055')]
Dominga Guzman,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498424')]
Filiberto Arbea Lozano,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498024')]
Catalina Feria Michel,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498351')]
Joel Reyes LÃ³pez,[]
Walter Ebatarinja,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82571113')]
April Stone-Dahl,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499477')]
J.W. van Putten,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84368659')]
mevrouw Bula,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498125')]
Yopi Kunareyau,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498646')]
Linus Mawatonau,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498826')]
Seruwaia Rudrui,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499235')]
Adi Vuya Raratabu,[]
Kasanita Vu,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499694')]
Pu Cau,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498150')]
Pu Vosa,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499692')]
Mareca Taubale,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499441')]
"Pasepa (Nayau, Fiji)",[]
"Pauline (Olo, Fiji)",[]
Salote Railala,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499159')]
"Tabu (Korotolu, Fiji)",[]
Pu Manu,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498787')]
"Latu (Korotolu, Fiji)",[]
"Vika (Korotolu, Fiji)",[]
"Radini (Moce, Fiji)",[]
Marijke Kunst,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82573885')]
C.B. (Cecil Boden) Kloss,[]
Modesta Samin,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499290')]
Thimothius (Timo) Samin,[]
Ghemar FrÃ¨res Atelier de Photographie,[]
Paulinus Yauniyuta,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499768')]
Adam Ireheywa,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498505')]
M. Erenius,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498329')]
Sune Enoksen,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498326')]
Lena Lundin-Skott,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498741')]
Ulayu,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86819865')]
Lars Nilsson Hutti,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740322')]
Johannes Labba,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498669')]
Matsumura Goshun,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q960116')]
Henrik Orpus,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499013')]
Gaitai,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86819866')]
Åkada Baikan,[]
Niwa Kagen,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82572375')]
Toyohiko,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86819869')]
Murata Kagen,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740365')]
Tanaka Nikka,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q54867710')]
Åhara Donshu,[]
Kishi Renzan,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q11476025'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q110215536')]"
Eigaku,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86819881')]
Okada Kanrin,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82572435')]
Tanomura Shosai,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82575095')]
Chokunyu,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86819886')]
Nishiyama Kanei,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82572426')]
Taki Katei,[]
Yosa Buson,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q31523')]
Kano Masamune,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740369')]
Maki Bokusen,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q11570394')]
P. (Padlaya) Qiatsuk,[]
Jusipi Kulula,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740378')]
Qaunaq Palluq,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82574242')]
Kees Hos,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q29552275')]
G.K. Louran Jr.,[]
Hoffman,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86819893')]
Robert Visser,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q4114989')]
Robert Visser,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q4114989')]
Ellen Inga Logje,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740381')]
Sune Salomonsen,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499287')]
Anna Guttrom,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498403')]
Niels Guttrom,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498421')]
Oliver Israelsson,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498516')]
Max LundstrÃ¶m,[]
Dino Garcia,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498368')]
Francis Chit,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q13023376')]
Francis Chit,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q13023376')]
Gorang Pal,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499028')]
Sanjay Soni,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499432')]
Rajkumar Soni,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499428')]
Manoj Soni,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499407')]
Ramchandra Soni,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499429')]
Tulsiram Soni,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499434')]
Kokubu Bunyu,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82570581')]
Dora Mikaelsen,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82573710')]
Aqqalooraq Nielsen,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82573997')]
Carlo David Benjaminsen,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498077')]
Inuuteq Petrussen,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499065')]
Maliina Kvania,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82573001')]
Aputsiaq Ottosen,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499020')]
Nukatsiaq Erngsen,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82571195')]
L.W. Toledo,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499634')]
John David White Eagle,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82576137')]
Nathan Lambertson,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498672')]
Velma Lewis,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498694')]
Darlene Funmaker,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498360')]
Josette Dobussige,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498273')]
Karl Kristoffersen,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498637')]
Anton Thorsen,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499599')]
Adam Danielsen,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498223')]
Eva Heffle,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498447')]
Bellarmine Alvanna,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498013')]
D. Angutac,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740383')]
Negovanna Weir,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740393')]
Euteq Koomvut,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740397')]
F. Guidi,[]
J. LÃ¶wy,[]
Saunders,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86819894')]
J.C. SchaarwÃ¤chter,[]
Ch. Reutlinger,[]
A. Sonrel,[]
Fritz Knozer,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q26714994')]
Georg Preisser,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594030')]
Jan Mieczkowski,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q11718409')]
R.A. Sosro adi poettro,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86740402')]
Inge Drijfhout-Geijteman,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593341')]
Alice Lenshina Mulenga Mubisha,[]
