name,wiki_uri
I Gusti Nyoman Lempad,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q5977429')]
I. Dewa GedÃ© Tjoekit,[]
I. Kenjod,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82571956')]
I.B. (Ida Bagoes) Belawa,[]
I Goesti Made Baret,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82570223')]
I Wayan Regug,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82574695')]
I Dewa Njoman Tjita,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82575694')]
Ida Bagoes Wadja,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594402')]
I Ketut Tombelos,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82575779')]
I. Dewa GedÃ© Raka Poedja,[]
I Gusti Ketut Kobot,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q78804567')]
I Dewa Putu Bedil,[]
Osei Kwaku Tenkorang,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499571')]
Ida Bagus Made Nadera,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q43134583')]
I Dewa Kompiang Pasek,[]
I.Goesti Agoeng Raka,[]
I. Dewa Poetoe Soegih,[]
I Gusti Nyoman Molog,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82573793')]
I. Dewa GedÃ© Meregeg,[]
Ida Bagoes Seneng,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594118')]
I Made Windoe,[]
Ida Bagus Dalang,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593307')]
Ida Bagus Nyoman Buda,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82570540')]
Prof. Dr. W.A.P. SchÃ¼ffner,[]
F.W.M. Kerchman,[]
Assane Dione,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82570952')]
Ida Gusti Pt. Sador,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594090')]
I Nyoman Gunarsa,[]
M. Gin,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593415')]
Joko Mullono,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82573813')]
N. Sudarsa,[]
M. Sudarta,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q19725746')]
P.W. Manua,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593815')]
W. Tarutra,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594183')]
Kirdem,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86817981')]
Ketut Kirim,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593630')]
W. Sugana,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594202')]
Made Meka,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593839')]
Odong Junaidi,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82572368')]
Dewa  PT. Budiwar,[]
I Made Suta,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82575438')]
A. Giltsch,[]
A.J. Menger,[]
Themba Ndlovu,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q16223493'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q95895342')]"
YÃ©limane Fall,[]
S. (SÄ±tkÄ±) OlÃ§ar,[]
Mehmet  GÃ¼rsoy,[]
Yadollah Kaboli Khansari,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q8046590')]
Shahram Setareh,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594120')]
Kamal Arabzadeh,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86735676')]
Rassam Arabzadeh,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82570085')]
Farah Ossouli,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q5717256')]
Helmi,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86817984'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q106319452')]"
GouvidÃ© Appolinaire,[]
Steensma,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86817985')]
Ahmed Laghrissi,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82573027')]
Babacar LÃ´,[]
Mor LÃ´,[]
RenÃ© Flores,[]
Hugo Flores,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q20015094'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593365')]"
Ibu  Sud,[]
D. (Danar) Hadi,[]
Madmil,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86817986')]
A. (Albert) Harlingue,[]
Shech Mohamad,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593872')]
Yono,[]
C. (Casimir) Zagourski,[]
Mas Ridwan,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594065')]
Karl Bodmer,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q124099'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q1730518')]"
Friedrich SalathÃ©,[]
Johann Hurlimann,[]
Z. PrÃ©vost,[]
Himely,[]
Geoffroy,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q75473163'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q86817983'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q96589074'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q98686786'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q102271401'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q106928225'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q107276164')]"
RenÃ© Rollet,[]
A. Zschocke,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86735678')]
N.E.J. (Narcisse Edmond Joseph) Desmadryl,[]
Alex Manceau,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86735681')]
Edward Beyer,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q19667379')]
Lederer,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86817988')]
Doherty,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86817989'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q96796035')]"
Chollet,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86817990')]
Johannes Craco,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q55804406')]
dhr. Victorio Reyes JuÃ rez,[]
Baharudin,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86817991')]
C.A.L. van Gesen,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86735683')]
E.H. Koning,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593643')]
C. Boldingh,[]
J. (Jan) Braet von Ãberfeldt,[]
Dr. J.J. (Johan Jurriaan) Kunst,[]
F. (Fritjof) Kunst,[]
J.F. (Johannes Franciscus) Anemaet,[]
C. (Cynric) Griffith,[]
Ina,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86817993')]
Ibu Masuci,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593820')]
H. Brahirez,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86735687')]
Kwiok,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86817994')]
Kim,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q2939368'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q3196682'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q10314366'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q11687188'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q54563251'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q55859380'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q75403156'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q75469798'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q76240770'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q86817995')]"
Cik Mayu,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86817996')]
J. Oudhuisen,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593994')]
Matheron,[]
S. (Susan) Haighton,[]
I. Haighton,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593438')]
Lien Metzelaar,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593851')]
Mw. J.C. van Ardenne-Simonet,[]
Mevr. W. Beer,[]
Eliza van  Zuylen,[]
M. Naberman van Zuylen,[]
Dunhuyzen,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86817998')]
Kartika-Ayu,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818000')]
Pilihan Anda,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818001')]
H. Ehsan,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q96755314')]
Suez Coca Cola,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818002')]
J.A. (Josephine Antoinette) de Witt,[]
Mej. A. Wollweber,[]
R. Scharff v. Dop,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594109')]
C.H. Meyer,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593861')]
J. Jans,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593542')]
E.B. Feunem,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593361')]
mevr. B. Fisfer,[]
Jac. van Ardenne,[]
J. Williams,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q1676430'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q18210711'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q28026660'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q59162550'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q63974611'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q75504284'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q75607594'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594444'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q102236512')]"
H. Mashour,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593819')]
Persatuan,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818006')]
Abdullah,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q61311257'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q61311277'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q63952712'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818009'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q89949010')]"
Djawa Baru,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818011')]
Fact. Farouq Kurdi,[]
A. Alaidrus,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593143')]
Batik Semar,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818012')]
Batik Srikandi,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818013')]
Prajudi,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818015')]
Warniti,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818021')]
M. Carp,[]
Mw. E. Tio,[]
P.D. Tio,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594328')]
Fact. O.T.S.,[]
Jatmawati,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818023')]
Zawawi,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818026')]
E. Leraschi,[]
Fact. Fuji,[]
Hadji Bilal,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593203')]
Mas Beru,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86735693')]
Lie Sian Kwi,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593702')]
Tan Sing Ing,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594277')]
Njoo Djwan Lian,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593924')]
Weduwe Liem Sie Hok,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593721')]
Oey Kik Hwa II,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593950')]
Oey Siok Kiem,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593957')]
Oey Mok Tjoe,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593953')]
Oey Ping Han,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593954')]
Hoo Giok Lan,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593481')]
Gan Kay An,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593393')]
Oey Soe Tjoen,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593959')]
Na Swan Hien,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594547')]
Tan Ping Djin,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594269')]
Tjioe Tjat Kwee,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594333')]
Tan In Nio,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594251')]
Touw Bwan Nio,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594358')]
Tan Bien Tjiu,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594247')]
Gan Tjing Nio,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593399')]
Gan Tjioe Gwat,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593400')]
Gho Wan Kok,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593256')]
The Tat Pang,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594313')]
Tan Khian Dhan,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594254')]
L.L. Swan,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593674')]
O.S. Hwa,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593939')]
Kwik Hoen Tjoe,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593664')]
Siok Kim,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594149')]
Tjiong Hoeij Aij,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594334')]
T.H. Sin,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594224')]
G.K. Liang,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593386')]
Oey Han Tjwan,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593945')]
Oei Sing Tjoe G.,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593943')]
The Tjien Sing,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594317')]
Gan Tjoe Liam,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593406')]
Lie Tjoe Nio,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593704')]
Lie Tjoe Tjay,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593705')]
Oey Kok Sing,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593952')]
Oei Khing Liem,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593942')]
Tjin Hong,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594331')]
Liem Joe An,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593719')]
Kho Sian Kie,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593606')]
Oei,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818028')]
Kwee Hoe Kwie,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593656')]
Tan Teng Tjong,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594280')]
Kwee Hului,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593658')]
Hio Tjie Sony,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593474')]
Tjoa Toen Giam,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594346')]
Tan Tiang An,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594281')]
Tan Tiang Gwie,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594282')]
Tan Tiang Po,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594284')]
Tan Tiang Som,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594285')]
Tan Ting Hian,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594286')]
Tan Tjwan Sing,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594178')]
H.T. Tan,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593430')]
Tee Kwat Sam,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594297')]
Tan Pang Soen,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594267')]
Tan Ping Hian,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594270')]
Njonja Tan Sin Tjo,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594271')]
Tan Pang Liep,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594266')]
mevr. Tan Mo San,[]
Tan Kok Hwa,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594263')]
Tan Koen Swie,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594261')]
Tan Kiok Nio,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594260')]
Tan Khoen Tjiat,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594255')]
Souw Sioe Ling,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594172')]
Phoa Tjong Ling,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594004')]
Njonja Pouw Sioe Jang,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594022')]
Tan Som Kioe,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594278')]
Tan Hok Tjiang,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594249')]
Njonja Liem Slamet,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593722')]
Liem Kong Sing,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593720')]
Liem Boen Kwat,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593717')]
Liem Boen Hok,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593716')]
Liem Boen Gan,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593708')]
Lie Tjoe Tjing,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593707')]
Oey Jian Kheng,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593948')]
Lim Han Nio,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593725')]
Oei Gee Thye,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593941')]
Liem Sony Hoa,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818029')]
Phoa Tjian Nio,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594003')]
Phoa Tiang Djin,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594002')]
Oey Tjin Tek,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593969')]
Oey Tjin Hoa,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593961')]
Oey Tjay Kwee,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593960')]
Tjouw L.S.,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594347')]
Phoa Tan Pang,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594000')]
Lotus Swan,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818033')]
Sultan,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q3503529'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818034'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q107119791')]"
Swan Brand,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594223')]
Raden Mas Jodjana,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82572266')]
Tjioe Jiauw Ging,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594332')]
Thio Boen Lian,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594321')]
The Tik Giap,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594316')]
The Tie Siet,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594315')]
Kwee Teng Oen,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593663')]
Kwee Lian Hok,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593659')]
Kwee Lian Hwat,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593661')]
Kwee Liang Swan,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593662')]
Kwan Gwan,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593653')]
Khouw Sit Kie,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593610')]
Njonjah Jo Swie Kie,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593492')]
Jan Oey Hoo,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593539')]
Gan Tjwie Lien,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593407')]
Gan Kay Bian,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593394')]
Gan Gioe Sin,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593391')]
The Hong Oe,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594311')]
K.P. Lie,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593577')]
Tee Boen Kee,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594294')]
Tjoa Tjoen Kiat,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594344')]
Pareanom,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818037')]
Nugroi,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818040')]
Arti,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818046')]
Jaks,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818063')]
Tjoa Siang Gwan,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594340')]
Njonja Tjoa Cioa Tjiam,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594337')]
Sie Hoaij Tjioe,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594142')]
Wir,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818064')]
Tjoa Giok Tjiam,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594339')]
Njonja Tjoa Tjoen Tiang,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594345')]
Njonja Sie Djien Soen,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594141')]
P.A. Toorop,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594357')]
Mw. E. Coenraad,[]
J.H. (Jacob Hendrik) van de Poll,[]
Fact. Darna,[]
Ratatex,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818066')]
Sumiyati,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818068')]
S. (Swi) Hadi,[]
The Ang Goan,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594307')]
Thio Boen Kiat,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594320')]
W. (Willem) Witsen,[]
Meen Lih,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818070')]
R. (Reinier) Vinkeles,[]
Baron O. M. (Otto Magnus) de Stackelberg,[]
C. Doetz,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593334')]
F.W.C. (Frederika Wilhelmina Christina) de Meyere,[]
J. FrÃ¶hlich,[]
Carlos Grethe,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q1042951')]
Diana Vandenberg,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q21553162')]
A.W. Sijthoff,[]
Louis Raemaekers,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q2073966')]
N. Boxer,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593223')]
A. Rosevelt,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594081')]
Moritz Calisch,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q474331')]
Johannes Robertus Post Brants,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q46998201')]
Jan Boon,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q1890202'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q2030421'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q2115309'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q95758966'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q100691399'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q105964083')]"
dhr. S. Assignamey,[]
G.F. van Wijk,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594436')]
Alfons Gabriel,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q113777')]
Samuel Fahlberg,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q5723123'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q109651036')]"
Coklan & Co.,[]
Maria Antoinette Catharina Wiemans,[]
H. (Hendrik) van Loghem de Josselin de Jong,[]
Dr. F.P. Koumans,[]
Paul Kubic,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86735709')]
Richard van Alphen,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593158')]
S. Yamamoto,[]
J.J. Brouwer - Pierson,[]
G.A. (Gerrit Anton) Brouwer,[]
C. Zwollo,[]
F. (Fikret) Yavuz,[]
Majid Qaderi,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82574490')]
Kazem Chalipa,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82570647')]
Hassan Muhammadi,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498869')]
Hussein Khosrowjerdy,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82572651')]
Sultan Alauddin Muhammad Daud Syah,[]
Faik Kirimli,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82572695')]
T. (Tanja) Bergstein,[]
Tsila Binder,[]
N. (Nachum) Gutman,[]
Chaim Nachman Bialik,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q359705')]
Levin Kipnis,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q6535633')]
Yemima Tschernovitz,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86735716')]
Isa Herschkovitz,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86735719')]
Anda Amir-Pinkerfeld,[]
Chawa Natan,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86735721')]
E.D. (Ernst Daniel) Goldschmidt,[]
Martopuro,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818073')]
