,const_range,g_stmt_len,const_len,wiki_stmt_len,wiki_len
995,ccrdfconst_20941-20960.ttl,327,19,134,3
996,ccrdfconst_20961-20980.ttl,311,20,96,3
997,ccrdfconst_20981-21000.ttl,318,18,89,2
998,ccrdfconst_21001-21020.ttl,324,14,85,1
999,ccrdfconst_21021-21040.ttl,336,20,84,2
1000,ccrdfconst_21041-21060.ttl,299,18,95,3
1001,ccrdfconst_21061-21080.ttl,333,17,87,2
1002,ccrdfconst_21081-21100.ttl,301,16,119,2
1003,ccrdfconst_21101-21120.ttl,271,14,102,2
1004,ccrdfconst_21121-21140.ttl,303,14,0,0
1005,ccrdfconst_21141-21160.ttl,316,19,138,4
1006,ccrdfconst_21161-21180.ttl,244,10,84,2
1007,ccrdfconst_21181-21200.ttl,264,15,67,1
1008,ccrdfconst_21201-21220.ttl,318,17,159,5
1009,ccrdfconst_21221-21240.ttl,359,18,51,1
1010,ccrdfconst_21241-21260.ttl,319,18,102,2
1011,ccrdfconst_21261-21280.ttl,287,18,0,0
1012,ccrdfconst_21281-21300.ttl,316,18,93,1
1013,ccrdfconst_21301-21320.ttl,328,16,154,5
1014,ccrdfconst_21321-21340.ttl,390,18,145,4
1015,ccrdfconst_21341-21360.ttl,346,18,113,2
1016,ccrdfconst_21361-21380.ttl,264,11,68,2
1017,ccrdfconst_21401-21420.ttl,465,19,205,5
1018,ccrdfconst_21421-21440.ttl,447,20,119,2
1019,ccrdfconst_21441-21460.ttl,323,18,83,2
1020,ccrdfconst_21461-21480.ttl,294,17,127,4
1021,ccrdfconst_21481-21500.ttl,309,19,100,4
1022,ccrdfconst_21501-21520.ttl,363,19,113,2
1023,ccrdfconst_21521-21540.ttl,269,16,66,1
1024,ccrdfconst_21541-21560.ttl,307,19,99,3
1025,ccrdfconst_21561-21580.ttl,244,13,127,5
1026,ccrdfconst_21581-21600.ttl,352,18,97,2
1027,ccrdfconst_21601-21620.ttl,318,15,134,4
1028,ccrdfconst_21621-21640.ttl,294,20,54,1
1029,ccrdfconst_21641-21660.ttl,199,8,0,0
1030,ccrdfconst_21661-21680.ttl,274,16,109,3
1031,ccrdfconst_21681-21700.ttl,390,19,179,4
1032,ccrdfconst_21701-21720.ttl,338,18,113,3
1033,ccrdfconst_21721-21740.ttl,236,14,0,0
1034,ccrdfconst_21741-21760.ttl,285,17,150,6
1035,ccrdfconst_21761-21780.ttl,351,18,156,4
1036,ccrdfconst_21781-21800.ttl,315,18,0,0
1037,ccrdfconst_21801-21820.ttl,283,18,69,2
1038,ccrdfconst_21821-21840.ttl,346,17,143,3
1039,ccrdfconst_21841-21860.ttl,274,14,115,3
1040,ccrdfconst_21861-21880.ttl,318,15,134,3
1041,ccrdfconst_21881-21900.ttl,363,19,102,2
1042,ccrdfconst_21901-21920.ttl,327,18,0,0
1043,ccrdfconst_21921-21940.ttl,378,19,80,2
1044,ccrdfconst_21941-21960.ttl,285,12,92,2
1045,ccrdfconst_21961-21980.ttl,272,16,41,1
1046,ccrdfconst_21981-22000.ttl,350,18,105,2
1047,ccrdfconst_22001-22020.ttl,254,13,90,2
1048,ccrdfconst_22021-22040.ttl,321,17,53,1
1049,ccrdfconst_22041-22060.ttl,282,15,148,5
1050,ccrdfconst_22061-22080.ttl,367,18,235,8
1051,ccrdfconst_22081-22100.ttl,319,17,140,5
1052,ccrdfconst_22101-22120.ttl,310,18,52,1
1053,ccrdfconst_22121-22140.ttl,329,15,115,3
1054,ccrdfconst_22141-22160.ttl,262,14,48,1
1055,ccrdfconst_22161-22180.ttl,298,19,86,2
1056,ccrdfconst_22181-22200.ttl,331,19,74,1
1057,ccrdfconst_22201-22220.ttl,274,18,0,0
1058,ccrdfconst_22221-22240.ttl,164,3,42,1
1059,ccrdfconst_22241-22260.ttl,196,10,44,2
1060,ccrdfconst_22261-22280.ttl,248,11,76,3
1061,ccrdfconst_22281-22300.ttl,264,15,108,4
1062,ccrdfconst_22301-22320.ttl,243,12,77,1
1063,ccrdfconst_22321-22340.ttl,326,18,134,4
1064,ccrdfconst_22341-22360.ttl,328,17,96,3
1065,ccrdfconst_22361-22380.ttl,336,18,50,1
1066,ccrdfconst_22381-22400.ttl,351,14,164,5
1067,ccrdfconst_22401-22420.ttl,384,17,79,1
1068,ccrdfconst_22421-22440.ttl,365,17,151,3
1069,ccrdfconst_22441-22460.ttl,294,18,99,3
1070,ccrdfconst_22461-22480.ttl,351,19,98,5
1071,ccrdfconst_22481-22500.ttl,310,14,118,3
1072,ccrdfconst_22501-22520.ttl,313,17,153,4
1073,ccrdfconst_22521-22540.ttl,309,17,136,3
1074,ccrdfconst_22541-22560.ttl,355,20,135,4
1075,ccrdfconst_22561-22580.ttl,306,20,128,4
1076,ccrdfconst_22581-22600.ttl,334,19,152,5
1077,ccrdfconst_22601-22620.ttl,387,19,207,5
1078,ccrdfconst_22621-22640.ttl,265,18,85,3
1079,ccrdfconst_22641-22660.ttl,325,16,110,3
1080,ccrdfconst_22661-22680.ttl,349,18,89,2
1081,ccrdfconst_22681-22700.ttl,292,15,133,3
1082,ccrdfconst_22701-22720.ttl,250,12,47,2
1083,ccrdfconst_22721-22740.ttl,323,16,113,3
1084,ccrdfconst_22741-22760.ttl,259,14,0,0
1085,ccrdfconst_22761-22780.ttl,260,10,34,1
1086,ccrdfconst_22781-22800.ttl,348,12,58,1
1087,ccrdfconst_22801-22820.ttl,338,18,112,2
1088,ccrdfconst_22821-22840.ttl,274,17,80,2
1089,ccrdfconst_22841-22860.ttl,339,17,108,2
1090,ccrdfconst_22881-22900.ttl,368,18,126,3
1091,ccrdfconst_22901-22920.ttl,299,14,84,1
1092,ccrdfconst_22921-22940.ttl,246,16,33,1
1093,ccrdfconst_22941-22960.ttl,325,14,101,2
1094,ccrdfconst_22961-22980.ttl,306,15,57,1
1095,ccrdfconst_22981-23000.ttl,351,18,257,11
1096,ccrdfconst_23001-23020.ttl,258,15,117,6
1097,ccrdfconst_23021-23040.ttl,290,17,53,1
1098,ccrdfconst_23041-23060.ttl,260,18,51,1
1099,ccrdfconst_23061-23080.ttl,325,19,204,9
1100,ccrdfconst_23101-23120.ttl,285,20,51,2
1101,ccrdfconst_23141-23160.ttl,303,19,101,4
1102,ccrdfconst_23161-23180.ttl,328,18,111,4
1103,ccrdfconst_23181-23200.ttl,264,18,77,3
1104,ccrdfconst_23201-23220.ttl,279,17,28,1
1105,ccrdfconst_23221-23240.ttl,354,20,204,7
1106,ccrdfconst_23241-23260.ttl,315,18,125,3
1107,ccrdfconst_23261-23280.ttl,280,18,29,1
1108,ccrdfconst_23281-23300.ttl,338,20,152,5
1109,ccrdfconst_23301-23320.ttl,400,17,61,2
1110,ccrdfconst_23321-23340.ttl,297,16,165,8
1111,ccrdfconst_23361-23380.ttl,259,19,54,1
1112,ccrdfconst_23381-23400.ttl,275,19,58,1
1113,ccrdfconst_23401-23420.ttl,263,19,55,1
1114,ccrdfconst_23421-23440.ttl,240,15,56,1
1115,ccrdfconst_23461-23480.ttl,305,19,107,3
1116,ccrdfconst_23481-23500.ttl,267,16,0,0
1117,ccrdfconst_23501-23520.ttl,279,17,84,2
1118,ccrdfconst_23521-23540.ttl,266,11,37,1
1119,ccrdfconst_23541-23560.ttl,282,15,121,5
1120,ccrdfconst_23561-23580.ttl,318,15,156,6
1121,ccrdfconst_23581-23600.ttl,391,20,180,5
1122,ccrdfconst_23601-23620.ttl,307,17,79,1
1123,ccrdfconst_23621-23640.ttl,375,19,148,4
1124,ccrdfconst_23641-23660.ttl,455,20,149,4
1125,ccrdfconst_23661-23680.ttl,265,16,77,1
1126,ccrdfconst_23681-23700.ttl,296,17,0,0
1127,ccrdfconst_23701-23720.ttl,375,17,122,4
1128,ccrdfconst_23721-23740.ttl,354,17,68,1
1129,ccrdfconst_23741-23760.ttl,267,17,0,0
1130,ccrdfconst_23761-23780.ttl,297,18,123,4
1131,ccrdfconst_23781-23800.ttl,328,17,56,1
1132,ccrdfconst_23801-23820.ttl,375,18,169,5
1133,ccrdfconst_23821-23840.ttl,234,15,25,1
1134,ccrdfconst_23841-23860.ttl,271,20,0,0
1135,ccrdfconst_23861-23880.ttl,256,13,79,2
1136,ccrdfconst_23881-23900.ttl,223,14,57,1
1137,ccrdfconst_23901-23920.ttl,375,20,152,4
1138,ccrdfconst_23921-23940.ttl,307,18,151,5
1139,ccrdfconst_23941-23960.ttl,234,13,37,1
1140,ccrdfconst_23961-23980.ttl,332,16,174,5
1141,ccrdfconst_23981-24000.ttl,294,18,89,2
1142,ccrdfconst_24001-24020.ttl,339,19,111,3
1143,ccrdfconst_24021-24040.ttl,313,19,127,3
1144,ccrdfconst_24041-24060.ttl,255,17,0,0
1145,ccrdfconst_24061-24080.ttl,234,13,41,1
1146,ccrdfconst_24081-24100.ttl,303,17,55,1
1147,ccrdfconst_24101-24120.ttl,313,17,117,3
1148,ccrdfconst_24121-24140.ttl,450,18,205,5
1149,ccrdfconst_24141-24160.ttl,282,15,61,1
1150,ccrdfconst_24161-24180.ttl,334,19,67,1
1151,ccrdfconst_24181-24200.ttl,318,14,0,0
1152,ccrdfconst_24201-24220.ttl,243,15,73,3
1153,ccrdfconst_24221-24240.ttl,337,19,102,3
1154,ccrdfconst_24241-24260.ttl,312,20,0,0
1155,ccrdfconst_24261-24280.ttl,348,19,112,2
1156,ccrdfconst_24281-24300.ttl,349,19,127,2
1157,ccrdfconst_24301-24320.ttl,320,18,80,2
1158,ccrdfconst_24321-24340.ttl,282,13,102,3
1159,ccrdfconst_24341-24360.ttl,260,17,57,2
1160,ccrdfconst_24361-24380.ttl,263,15,27,1
1161,ccrdfconst_24381-24400.ttl,342,15,86,1
1162,ccrdfconst_24401-24420.ttl,327,19,143,4
1163,ccrdfconst_24421-24440.ttl,340,19,115,3
1164,ccrdfconst_24441-24460.ttl,295,12,133,4
1165,ccrdfconst_24461-24480.ttl,337,19,162,7
1166,ccrdfconst_24481-24500.ttl,306,16,151,5
1167,ccrdfconst_24501-24520.ttl,231,15,0,0
1168,ccrdfconst_24521-24540.ttl,368,18,109,2
1169,ccrdfconst_24541-24560.ttl,345,17,123,3
1170,ccrdfconst_24561-24580.ttl,286,13,97,2
1171,ccrdfconst_24581-24600.ttl,264,15,90,3
1172,ccrdfconst_24601-24620.ttl,142,5,0,0
1173,ccrdfconst_24621-24640.ttl,142,1,0,0
1174,ccrdfconst_24641-24660.ttl,142,3,0,0
1175,ccrdfconst_24661-24680.ttl,167,3,41,1
1176,ccrdfconst_24681-24700.ttl,129,2,0,0
1177,ccrdfconst_24701-24720.ttl,245,14,95,3
1178,ccrdfconst_24721-24740.ttl,260,16,74,2
1179,ccrdfconst_24741-24760.ttl,276,14,95,2
1180,ccrdfconst_24761-24780.ttl,158,5,24,1
1181,ccrdfconst_24781-24800.ttl,154,3,0,0
1182,ccrdfconst_24801-24820.ttl,236,11,51,1
1183,ccrdfconst_24821-24840.ttl,306,18,198,9
1184,ccrdfconst_24841-24860.ttl,327,17,156,6
1185,ccrdfconst_24861-24880.ttl,272,16,66,2
1186,ccrdfconst_24881-24900.ttl,260,13,0,0
1187,ccrdfconst_24901-24920.ttl,332,15,168,5
1188,ccrdfconst_24941-24960.ttl,247,17,88,3
1189,ccrdfconst_24961-24980.ttl,357,16,186,6
1190,ccrdfconst_24981-25000.ttl,300,19,89,1
1191,ccrdfconst_25001-25020.ttl,368,19,143,4
1192,ccrdfconst_25021-25040.ttl,364,20,139,3
1193,ccrdfconst_25041-25060.ttl,321,16,98,1
1194,ccrdfconst_25061-25080.ttl,258,19,37,1
1195,ccrdfconst_25081-25100.ttl,296,20,53,1
1196,ccrdfconst_25101-25120.ttl,289,16,54,1
1197,ccrdfconst_25121-25140.ttl,225,15,41,1
1198,ccrdfconst_25141-25160.ttl,281,15,0,0
1199,ccrdfconst_25161-25180.ttl,288,15,0,0
1200,ccrdfconst_25181-25200.ttl,314,18,84,1
1201,ccrdfconst_25201-25220.ttl,305,18,84,1
1202,ccrdfconst_25221-25240.ttl,259,15,66,1
1203,ccrdfconst_25241-25260.ttl,357,17,122,3
1204,ccrdfconst_25261-25280.ttl,307,19,80,1
1205,ccrdfconst_25281-25300.ttl,349,20,88,1
1206,ccrdfconst_25301-25320.ttl,351,18,64,1
1207,ccrdfconst_25321-25340.ttl,268,17,61,2
1208,ccrdfconst_25361-25380.ttl,307,18,107,5
1209,ccrdfconst_25381-25400.ttl,303,15,86,2
1210,ccrdfconst_25401-25420.ttl,316,20,0,0
1211,ccrdfconst_25421-25440.ttl,325,19,159,5
1212,ccrdfconst_25441-25460.ttl,311,17,117,3
1213,ccrdfconst_25461-25480.ttl,328,18,141,3
1214,ccrdfconst_25481-25500.ttl,356,18,70,1
1215,ccrdfconst_25501-25520.ttl,294,19,147,6
1216,ccrdfconst_25521-25540.ttl,247,15,54,1
1217,ccrdfconst_25541-25560.ttl,256,14,47,1
1218,ccrdfconst_25561-25580.ttl,280,17,27,1
1219,ccrdfconst_25581-25600.ttl,334,18,144,4
1220,ccrdfconst_25621-25640.ttl,324,17,128,5
1221,ccrdfconst_25641-25660.ttl,303,19,145,5
1222,ccrdfconst_25661-25680.ttl,321,20,133,3
1223,ccrdfconst_25681-25700.ttl,353,20,120,3
1224,ccrdfconst_25701-25720.ttl,391,20,206,6
1225,ccrdfconst_25721-25740.ttl,317,17,67,1
1226,ccrdfconst_25741-25760.ttl,376,20,183,4
1227,ccrdfconst_25761-25780.ttl,374,20,109,2
1228,ccrdfconst_25781-25800.ttl,306,18,54,1
1229,ccrdfconst_25801-25820.ttl,273,14,71,2
1230,ccrdfconst_25821-25840.ttl,296,17,106,3
1231,ccrdfconst_25861-25880.ttl,337,17,154,4
1232,ccrdfconst_25921-25940.ttl,304,19,109,2
1233,ccrdfconst_25941-25960.ttl,397,20,159,4
1234,ccrdfconst_25961-25980.ttl,202,6,54,2
1235,ccrdfconst_25981-26000.ttl,191,4,42,1
1236,ccrdfconst_26001-26020.ttl,127,1,0,0
1237,ccrdfconst_26021-26040.ttl,145,3,0,0
1238,ccrdfconst_26041-26060.ttl,124,2,0,0
1239,ccrdfconst_26061-26080.ttl,150,1,0,0
1240,ccrdfconst_26081-26100.ttl,129,3,20,1
1241,ccrdfconst_26101-26120.ttl,141,2,0,0
1242,ccrdfconst_26121-26140.ttl,191,6,0,0
1243,ccrdfconst_26141-26160.ttl,180,3,0,0
1244,ccrdfconst_26161-26180.ttl,160,3,0,0
1245,ccrdfconst_26181-26200.ttl,182,3,0,0
1246,ccrdfconst_26201-26220.ttl,239,2,0,0
1247,ccrdfconst_26221-26240.ttl,166,3,0,0
1248,ccrdfconst_26241-26260.ttl,228,2,75,2
1249,ccrdfconst_26261-26280.ttl,191,2,44,1
1250,ccrdfconst_26281-26300.ttl,157,2,13,1
1251,ccrdfconst_26301-26320.ttl,224,4,52,2
1252,ccrdfconst_26321-26340.ttl,206,9,0,0
1253,ccrdfconst_26341-26360.ttl,375,17,131,4
1254,ccrdfconst_26361-26380.ttl,301,19,128,5
1255,ccrdfconst_26381-26400.ttl,228,10,95,3
1256,ccrdfconst_26401-26420.ttl,257,16,60,1
1257,ccrdfconst_26421-26440.ttl,276,18,79,1
1258,ccrdfconst_26441-26460.ttl,153,7,0,0
1259,ccrdfconst_26461-26480.ttl,126,2,0,0
1260,ccrdfconst_26481-26500.ttl,128,5,21,2
1261,ccrdfconst_26501-26520.ttl,244,15,75,2
1262,ccrdfconst_26521-26540.ttl,412,14,227,6
1263,ccrdfconst_26541-26560.ttl,333,15,110,3
1264,ccrdfconst_26581-26600.ttl,371,20,117,3
1265,ccrdfconst_26601-26620.ttl,294,16,178,8
1266,ccrdfconst_26621-26640.ttl,360,17,245,10
1267,ccrdfconst_26641-26660.ttl,287,15,174,8
1268,ccrdfconst_26661-26680.ttl,480,20,397,14
1269,ccrdfconst_26681-26700.ttl,447,18,290,9
1270,ccrdfconst_26721-26740.ttl,631,19,400,11
1271,ccrdfconst_26741-26760.ttl,388,17,268,9
1272,ccrdfconst_26761-26780.ttl,294,13,100,4
1273,ccrdfconst_26781-26800.ttl,382,20,167,4
1274,ccrdfconst_26801-26820.ttl,282,15,113,5
1275,ccrdfconst_26821-26840.ttl,193,3,0,0
1276,ccrdfconst_26841-26860.ttl,140,3,0,0
1277,ccrdfconst_26861-26880.ttl,173,2,0,0
1278,ccrdfconst_26881-26900.ttl,135,4,21,1
1279,ccrdfconst_26901-26920.ttl,150,1,0,0
1280,ccrdfconst_26921-26940.ttl,165,2,50,1
1281,ccrdfconst_26941-26960.ttl,174,5,0,0
1282,ccrdfconst_26961-26980.ttl,220,12,0,0
1283,ccrdfconst_26981-27000.ttl,325,17,77,1
1284,ccrdfconst_27001-27020.ttl,281,15,113,4
1285,ccrdfconst_27021-27040.ttl,258,12,105,5
1286,ccrdfconst_27041-27060.ttl,386,19,183,6
1287,ccrdfconst_27061-27080.ttl,326,17,185,6
1288,ccrdfconst_27081-27100.ttl,293,16,48,1
1289,ccrdfconst_27101-27120.ttl,311,12,0,0
1290,ccrdfconst_27121-27140.ttl,332,7,0,0
1291,ccrdfconst_27141-27160.ttl,128,0,0,0
1292,ccrdfconst_27161-27180.ttl,214,2,0,0
1293,ccrdfconst_27181-27200.ttl,219,1,0,0
1294,ccrdfconst_27201-27220.ttl,158,1,0,0
1295,ccrdfconst_27221-27240.ttl,149,1,0,0
1296,ccrdfconst_27241-27260.ttl,175,5,0,0
1297,ccrdfconst_27261-27280.ttl,390,19,209,5
1298,ccrdfconst_27281-27300.ttl,242,13,31,1
1299,ccrdfconst_27301-27320.ttl,334,18,106,3
1300,ccrdfconst_27321-27340.ttl,314,13,81,2
1301,ccrdfconst_27341-27360.ttl,265,12,63,2
1302,ccrdfconst_27361-27380.ttl,247,12,41,1
1303,ccrdfconst_27381-27400.ttl,262,13,0,0
1304,ccrdfconst_27401-27420.ttl,268,18,50,1
1305,ccrdfconst_27421-27440.ttl,248,16,0,0
1306,ccrdfconst_27441-27460.ttl,177,4,0,0
1307,ccrdfconst_27461-27480.ttl,202,12,0,0
1308,ccrdfconst_27481-27500.ttl,270,17,84,4
1309,ccrdfconst_27521-27540.ttl,310,18,168,7
1310,ccrdfconst_27541-27560.ttl,308,17,103,3
1311,ccrdfconst_27561-27580.ttl,228,17,35,2
1312,ccrdfconst_27581-27600.ttl,280,18,103,3
1313,ccrdfconst_27601-27620.ttl,288,17,0,0
1314,ccrdfconst_27621-27640.ttl,313,15,68,2
1315,ccrdfconst_27641-27660.ttl,299,15,100,3
1316,ccrdfconst_27661-27680.ttl,341,18,119,3
1317,ccrdfconst_27681-27700.ttl,314,13,116,2
1318,ccrdfconst_27701-27720.ttl,340,15,131,3
1319,ccrdfconst_27721-27740.ttl,321,19,108,3
1320,ccrdfconst_27741-27760.ttl,241,13,43,1
1321,ccrdfconst_27761-27780.ttl,229,12,75,2
1322,ccrdfconst_27781-27800.ttl,289,13,139,5
1323,ccrdfconst_27801-27820.ttl,270,16,79,2
1324,ccrdfconst_27821-27840.ttl,344,16,29,1
1325,ccrdfconst_27841-27860.ttl,268,17,83,2
1326,ccrdfconst_27861-27880.ttl,329,17,99,3
1327,ccrdfconst_27901-27920.ttl,353,16,154,4
1328,ccrdfconst_27921-27940.ttl,347,16,106,3
1329,ccrdfconst_27941-27960.ttl,301,14,113,4
1330,ccrdfconst_27961-27980.ttl,260,15,68,1
1331,ccrdfconst_28001-28020.ttl,328,17,111,3
1332,ccrdfconst_28021-28040.ttl,288,17,67,2
1333,ccrdfconst_28041-28060.ttl,317,14,148,4
1334,ccrdfconst_28061-28080.ttl,391,19,159,4
1335,ccrdfconst_28081-28100.ttl,442,17,181,3
1336,ccrdfconst_28101-28120.ttl,240,15,95,5
1337,ccrdfconst_28121-28140.ttl,269,14,98,2
1338,ccrdfconst_28141-28160.ttl,233,14,55,1
1339,ccrdfconst_28161-28180.ttl,412,19,135,3
1340,ccrdfconst_28181-28200.ttl,223,8,85,2
1341,ccrdfconst_28201-28220.ttl,282,18,98,3
1342,ccrdfconst_28221-28240.ttl,353,18,166,5
1343,ccrdfconst_28261-28280.ttl,450,16,221,5
1344,ccrdfconst_28281-28300.ttl,320,19,129,5
1345,ccrdfconst_28301-28320.ttl,275,16,124,4
1346,ccrdfconst_28321-28340.ttl,290,15,152,6
1347,ccrdfconst_28341-28360.ttl,308,18,80,1
1348,ccrdfconst_28361-28380.ttl,277,15,80,3
1349,ccrdfconst_28381-28400.ttl,309,18,80,2
1350,ccrdfconst_28401-28420.ttl,331,17,167,4
1351,ccrdfconst_28421-28440.ttl,263,20,58,1
1352,ccrdfconst_28441-28460.ttl,280,14,144,4
1353,ccrdfconst_28461-28480.ttl,246,16,84,3
1354,ccrdfconst_28481-28500.ttl,288,18,76,2
1355,ccrdfconst_28501-28520.ttl,279,18,123,7
1356,ccrdfconst_28521-28540.ttl,314,20,140,6
1357,ccrdfconst_28541-28560.ttl,329,20,292,17
1358,ccrdfconst_28561-28580.ttl,181,10,21,1
1359,ccrdfconst_28581-28600.ttl,190,7,41,2
1360,ccrdfconst_28601-28620.ttl,293,18,129,5
1361,ccrdfconst_28641-28660.ttl,281,13,132,4
1362,ccrdfconst_28661-28680.ttl,351,17,186,6
1363,ccrdfconst_28681-28700.ttl,326,17,107,2
1364,ccrdfconst_28721-28740.ttl,311,16,192,7
1365,ccrdfconst_28741-28760.ttl,352,17,123,3
1366,ccrdfconst_28761-28780.ttl,313,19,0,0
1367,ccrdfconst_28781-28800.ttl,323,17,94,3
1368,ccrdfconst_28801-28820.ttl,259,17,71,3
1369,ccrdfconst_28821-28840.ttl,278,18,78,2
1370,ccrdfconst_28841-28860.ttl,312,15,79,2
1371,ccrdfconst_28861-28880.ttl,307,18,48,1
1372,ccrdfconst_28881-28900.ttl,277,17,98,3
1373,ccrdfconst_28901-28920.ttl,203,10,63,2
1374,ccrdfconst_28921-28940.ttl,300,18,122,4
1375,ccrdfconst_28941-28960.ttl,295,14,185,5
1376,ccrdfconst_28961-28980.ttl,344,17,177,5
1377,ccrdfconst_28981-29000.ttl,321,13,83,1
1378,ccrdfconst_29001-29020.ttl,406,14,101,2
1379,ccrdfconst_29021-29040.ttl,340,19,115,3
1380,ccrdfconst_29041-29060.ttl,355,14,176,4
1381,ccrdfconst_29061-29080.ttl,277,13,0,0
1382,ccrdfconst_29081-29100.ttl,278,16,66,2
1383,ccrdfconst_29101-29120.ttl,270,8,30,1
1384,ccrdfconst_29121-29140.ttl,175,6,40,1
1385,ccrdfconst_29141-29160.ttl,290,17,78,1
1386,ccrdfconst_29161-29180.ttl,406,13,71,1
1387,ccrdfconst_29181-29200.ttl,207,9,0,0
1388,ccrdfconst_29201-29220.ttl,114,2,0,0
1389,ccrdfconst_29221-29240.ttl,273,14,82,2
1390,ccrdfconst_29241-29260.ttl,293,14,86,3
1391,ccrdfconst_29261-29280.ttl,339,19,69,1
1392,ccrdfconst_29281-29300.ttl,332,17,110,2
1393,ccrdfconst_29301-29320.ttl,346,19,157,5
1394,ccrdfconst_29361-29380.ttl,369,17,132,3
1395,ccrdfconst_29381-29400.ttl,354,19,130,3
1396,ccrdfconst_29401-29420.ttl,337,18,89,2
1397,ccrdfconst_29421-29440.ttl,345,15,91,2
1398,ccrdfconst_29441-29460.ttl,258,14,45,1
1399,ccrdfconst_29461-29480.ttl,314,11,155,3
1400,ccrdfconst_29481-29500.ttl,277,14,46,1
1401,ccrdfconst_29501-29520.ttl,388,16,92,2
1402,ccrdfconst_29521-29540.ttl,315,15,82,1
1403,ccrdfconst_29541-29560.ttl,208,11,34,1
1404,ccrdfconst_29561-29580.ttl,382,19,130,2
1405,ccrdfconst_29581-29600.ttl,218,6,84,2
1406,ccrdfconst_29601-29620.ttl,362,19,136,3
1407,ccrdfconst_29621-29640.ttl,298,10,105,3
1408,ccrdfconst_29641-29660.ttl,223,11,79,3
1409,ccrdfconst_29661-29680.ttl,310,15,159,5
1410,ccrdfconst_29681-29700.ttl,284,13,0,0
1411,ccrdfconst_29701-29720.ttl,301,14,40,2
1412,ccrdfconst_29721-29740.ttl,302,14,46,1
1413,ccrdfconst_29741-29760.ttl,258,14,0,0
1414,ccrdfconst_29761-29780.ttl,333,15,125,4
1415,ccrdfconst_29781-29800.ttl,245,14,0,0
1416,ccrdfconst_29801-29820.ttl,259,11,97,3
1417,ccrdfconst_29821-29840.ttl,238,14,57,1
1418,ccrdfconst_29841-29860.ttl,315,16,105,4
1419,ccrdfconst_29861-29880.ttl,293,15,114,4
1420,ccrdfconst_29881-29900.ttl,316,14,127,3
1421,ccrdfconst_29901-29920.ttl,312,15,155,4
1422,ccrdfconst_29921-29940.ttl,272,12,107,2
1423,ccrdfconst_29941-29960.ttl,317,14,123,4
1424,ccrdfconst_29961-29980.ttl,286,16,0,0
1425,ccrdfconst_29981-30000.ttl,263,17,97,3
1426,ccrdfconst_30001-30020.ttl,295,20,0,0
1427,ccrdfconst_30021-30040.ttl,259,13,66,2
1428,ccrdfconst_30041-30060.ttl,275,13,153,5
1429,ccrdfconst_30061-30080.ttl,291,16,79,2
1430,ccrdfconst_30081-30100.ttl,301,18,99,3
1431,ccrdfconst_30101-30120.ttl,263,10,84,2
1432,ccrdfconst_30121-30140.ttl,288,16,58,2
1433,ccrdfconst_30141-30160.ttl,262,16,77,2
1434,ccrdfconst_30161-30180.ttl,305,16,156,5
1435,ccrdfconst_30181-30200.ttl,294,17,67,1
1436,ccrdfconst_30201-30220.ttl,348,15,137,3
1437,ccrdfconst_30221-30240.ttl,273,15,88,2
1438,ccrdfconst_30241-30260.ttl,351,17,186,5
1439,ccrdfconst_30261-30280.ttl,379,19,160,4
1440,ccrdfconst_30281-30300.ttl,308,15,66,1
1441,ccrdfconst_30301-30320.ttl,328,19,122,4
1442,ccrdfconst_30321-30340.ttl,328,18,104,2
1443,ccrdfconst_30341-30360.ttl,274,19,61,2
1444,ccrdfconst_30361-30380.ttl,357,14,158,4
1445,ccrdfconst_30381-30400.ttl,297,17,126,4
1446,ccrdfconst_30401-30420.ttl,274,16,46,1
1447,ccrdfconst_30421-30440.ttl,289,19,50,1
1448,ccrdfconst_30441-30460.ttl,235,15,0,0
1449,ccrdfconst_30461-30480.ttl,309,18,112,2
1450,ccrdfconst_30481-30500.ttl,262,16,64,2
1451,ccrdfconst_30501-30520.ttl,356,14,115,2
1452,ccrdfconst_30521-30540.ttl,313,17,122,2
1453,ccrdfconst_30541-30560.ttl,350,16,132,3
1454,ccrdfconst_30561-30580.ttl,246,15,60,1
1455,ccrdfconst_30581-30600.ttl,341,18,137,4
1456,ccrdfconst_30601-30620.ttl,290,13,135,5
1457,ccrdfconst_30621-30640.ttl,342,20,89,1
1458,ccrdfconst_30641-30660.ttl,341,16,158,5
1459,ccrdfconst_30661-30680.ttl,300,16,82,1
1460,ccrdfconst_30681-30700.ttl,484,20,289,9
1461,ccrdfconst_30701-30720.ttl,265,14,87,4
1462,ccrdfconst_30721-30740.ttl,247,15,63,1
1463,ccrdfconst_30741-30760.ttl,238,12,0,0
1464,ccrdfconst_30761-30780.ttl,242,16,76,3
1465,ccrdfconst_30781-30800.ttl,349,20,133,3
1466,ccrdfconst_30801-30820.ttl,187,12,50,4
1467,ccrdfconst_30821-30840.ttl,219,3,66,1
1468,ccrdfconst_30841-30860.ttl,227,4,15,1
1469,ccrdfconst_30861-30880.ttl,291,13,74,1
1470,ccrdfconst_30881-30900.ttl,258,17,55,1
1471,ccrdfconst_30901-30920.ttl,309,14,155,4
1472,ccrdfconst_30921-30940.ttl,267,10,77,1
1473,ccrdfconst_30941-30960.ttl,322,20,0,0
1474,ccrdfconst_30961-30980.ttl,332,18,79,1
1475,ccrdfconst_30981-31000.ttl,431,20,54,1
