 "n" , "nmvw_actor" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2448" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi2449" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi245" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi24520" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2454" ,
 "48" , "https://hdl.handle.net/20.500.11840/pi2456" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2457" ,
 "12" , "https://hdl.handle.net/20.500.11840/pi2458" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2459" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi246" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2460" ,
 "9" , "https://hdl.handle.net/20.500.11840/pi2461" ,
 "16" , "https://hdl.handle.net/20.500.11840/pi2462" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi2463" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi2464" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi2465" ,
 "228" , "https://hdl.handle.net/20.500.11840/pi2466" ,
 "27" , "https://hdl.handle.net/20.500.11840/pi2472" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi2473" ,
 "19" , "https://hdl.handle.net/20.500.11840/pi2474" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi2476" ,
 "13" , "https://hdl.handle.net/20.500.11840/pi24761" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi2478" ,
 "13" , "https://hdl.handle.net/20.500.11840/pi248" ,
 "60" , "https://hdl.handle.net/20.500.11840/pi2481" ,
 "16" , "https://hdl.handle.net/20.500.11840/pi2482" ,
 "103" , "https://hdl.handle.net/20.500.11840/pi2483" ,
 "17" , "https://hdl.handle.net/20.500.11840/pi2485" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2486" ,
 "19" , "https://hdl.handle.net/20.500.11840/pi2488" ,
 "9" , "https://hdl.handle.net/20.500.11840/pi2489" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi249" ,
 "31" , "https://hdl.handle.net/20.500.11840/pi2490" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2491" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2492" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi2493" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2494" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2495" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2496" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2497" ,
 "22" , "https://hdl.handle.net/20.500.11840/pi2498" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2499" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2500" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2501" ,
 "1604" , "https://hdl.handle.net/20.500.11840/pi2502" ,
 "430" , "https://hdl.handle.net/20.500.11840/pi2506" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2507" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2509" ,
 "106" , "https://hdl.handle.net/20.500.11840/pi251" ,
 "37" , "https://hdl.handle.net/20.500.11840/pi2510" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2513" ,
 "21" , "https://hdl.handle.net/20.500.11840/pi2514" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi2515" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2517" ,
 "71" , "https://hdl.handle.net/20.500.11840/pi2518" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi2522" ,
 "11" , "https://hdl.handle.net/20.500.11840/pi2523" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2524" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2525" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi2527" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi2529" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2532" ,
 "210" , "https://hdl.handle.net/20.500.11840/pi2533" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2536" ,
 "206" , "https://hdl.handle.net/20.500.11840/pi2537" ,
 "46" , "https://hdl.handle.net/20.500.11840/pi2538" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi254" ,
 "57" , "https://hdl.handle.net/20.500.11840/pi2541" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2542" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2543" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi25481" ,
 "44" , "https://hdl.handle.net/20.500.11840/pi255" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2550" ,
 "9" , "https://hdl.handle.net/20.500.11840/pi2552" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi2553" ,
 "116" , "https://hdl.handle.net/20.500.11840/pi2558" ,
 "10" , "https://hdl.handle.net/20.500.11840/pi2559" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi256" ,
 "807" , "https://hdl.handle.net/20.500.11840/pi2560" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2562" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2563" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2565" ,
 "49" , "https://hdl.handle.net/20.500.11840/pi2566" ,
 "9" , "https://hdl.handle.net/20.500.11840/pi2567" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2568" ,
 "26" , "https://hdl.handle.net/20.500.11840/pi2569" ,
 "168" , "https://hdl.handle.net/20.500.11840/pi257" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2570" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi2571" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2572" ,
 "47" , "https://hdl.handle.net/20.500.11840/pi2576" ,
 "9" , "https://hdl.handle.net/20.500.11840/pi2579" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi258" ,
 "40" , "https://hdl.handle.net/20.500.11840/pi2580" ,
 "64" , "https://hdl.handle.net/20.500.11840/pi2582" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2584" ,
 "90" , "https://hdl.handle.net/20.500.11840/pi2585" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2586" ,
 "23" , "https://hdl.handle.net/20.500.11840/pi259" ,
 "21" , "https://hdl.handle.net/20.500.11840/pi2590" ,
 "9" , "https://hdl.handle.net/20.500.11840/pi2591" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2592" ,
 "74" , "https://hdl.handle.net/20.500.11840/pi2593" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2594" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2595" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2596" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi2598" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi2599" ,
 "96" , "https://hdl.handle.net/20.500.11840/pi260" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2601" ,
 "11" , "https://hdl.handle.net/20.500.11840/pi26018" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi2602" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi26021" ,
 "944" , "https://hdl.handle.net/20.500.11840/pi2603" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2605" ,
 "12" , "https://hdl.handle.net/20.500.11840/pi2607" ,
 "54" , "https://hdl.handle.net/20.500.11840/pi2608" ,
 "2537" , "https://hdl.handle.net/20.500.11840/pi2609" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2610" ,
 "15" , "https://hdl.handle.net/20.500.11840/pi2612" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2613" ,
 "69" , "https://hdl.handle.net/20.500.11840/pi2614" ,
 "12" , "https://hdl.handle.net/20.500.11840/pi2615" ,
 "35" , "https://hdl.handle.net/20.500.11840/pi2616" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2619" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi262" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2620" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2621" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2622" ,
 "127" , "https://hdl.handle.net/20.500.11840/pi2624" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2628" ,
 "15" , "https://hdl.handle.net/20.500.11840/pi263" ,
 "19" , "https://hdl.handle.net/20.500.11840/pi2630" ,
 "57" , "https://hdl.handle.net/20.500.11840/pi2631" ,
 "66" , "https://hdl.handle.net/20.500.11840/pi2632" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2633" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2634" ,
 "19" , "https://hdl.handle.net/20.500.11840/pi2636" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi2637" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2638" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2640" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2641" ,
 "15" , "https://hdl.handle.net/20.500.11840/pi26412" ,
 "21" , "https://hdl.handle.net/20.500.11840/pi2642" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2643" ,
 "21" , "https://hdl.handle.net/20.500.11840/pi2645" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi2647" ,
 "101" , "https://hdl.handle.net/20.500.11840/pi2648" ,
 "18" , "https://hdl.handle.net/20.500.11840/pi265" ,
 "83" , "https://hdl.handle.net/20.500.11840/pi2652" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2653" ,
 "21" , "https://hdl.handle.net/20.500.11840/pi2656" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2657" ,
 "99" , "https://hdl.handle.net/20.500.11840/pi2658" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi2659" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2660" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2661" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi2662" ,
 "493" , "https://hdl.handle.net/20.500.11840/pi2664" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2665" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2667" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2668" ,
 "47" , "https://hdl.handle.net/20.500.11840/pi2669" ,
 "31" , "https://hdl.handle.net/20.500.11840/pi2670" ,
 "165" , "https://hdl.handle.net/20.500.11840/pi2672" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi2673" ,
 "13" , "https://hdl.handle.net/20.500.11840/pi2675" ,
 "76" , "https://hdl.handle.net/20.500.11840/pi2677" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2679" ,
 "100" , "https://hdl.handle.net/20.500.11840/pi26799" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2680" ,
 "33" , "https://hdl.handle.net/20.500.11840/pi2685" ,
 "274" , "https://hdl.handle.net/20.500.11840/pi2687" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2688" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2689" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi2693" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi26942" ,
 "33" , "https://hdl.handle.net/20.500.11840/pi26956" ,
 "162" , "https://hdl.handle.net/20.500.11840/pi2696" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi2697" ,
 "22" , "https://hdl.handle.net/20.500.11840/pi2698" ,
 "34" , "https://hdl.handle.net/20.500.11840/pi27" ,
 "54" , "https://hdl.handle.net/20.500.11840/pi2700" ,
 "26" , "https://hdl.handle.net/20.500.11840/pi2701" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2704" ,
 "10" , "https://hdl.handle.net/20.500.11840/pi2705" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2706" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2708" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2709" ,
 "28" , "https://hdl.handle.net/20.500.11840/pi271" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2710" ,
 "24" , "https://hdl.handle.net/20.500.11840/pi2711" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2712" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2713" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2714" ,
 "10" , "https://hdl.handle.net/20.500.11840/pi2718" ,
 "19" , "https://hdl.handle.net/20.500.11840/pi2719" ,
 "22" , "https://hdl.handle.net/20.500.11840/pi2720" ,
 "17" , "https://hdl.handle.net/20.500.11840/pi2721" ,
 "21" , "https://hdl.handle.net/20.500.11840/pi2722" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2725" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2726" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi2727" ,
 "30" , "https://hdl.handle.net/20.500.11840/pi27271" ,
 "14" , "https://hdl.handle.net/20.500.11840/pi27297" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2730" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2731" ,
 "38" , "https://hdl.handle.net/20.500.11840/pi2732" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2733" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2735" ,
 "10" , "https://hdl.handle.net/20.500.11840/pi2736" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2737" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2738" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2739" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi27394" ,
 "35" , "https://hdl.handle.net/20.500.11840/pi2740" ,
 "199" , "https://hdl.handle.net/20.500.11840/pi2742" ,
 "51" , "https://hdl.handle.net/20.500.11840/pi2743" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2744" ,
 "10" , "https://hdl.handle.net/20.500.11840/pi2745" ,
 "118" , "https://hdl.handle.net/20.500.11840/pi2747" ,
 "275" , "https://hdl.handle.net/20.500.11840/pi2748" ,
 "9" , "https://hdl.handle.net/20.500.11840/pi275" ,
 "15" , "https://hdl.handle.net/20.500.11840/pi2750" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2752" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi2754" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi2755" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi2757" ,
 "57" , "https://hdl.handle.net/20.500.11840/pi2758" ,
 "71" , "https://hdl.handle.net/20.500.11840/pi2759" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi276" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2760" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2763" ,
 "119" , "https://hdl.handle.net/20.500.11840/pi2764" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2765" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi2766" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2767" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2768" ,
 "9" , "https://hdl.handle.net/20.500.11840/pi277" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2770" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi2771" ,
 "40" , "https://hdl.handle.net/20.500.11840/pi2773" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi2777" ,
 "163" , "https://hdl.handle.net/20.500.11840/pi27779" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2779" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2780" ,
 "10" , "https://hdl.handle.net/20.500.11840/pi2781" ,
 "30" , "https://hdl.handle.net/20.500.11840/pi2782" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi27821" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2783" ,
 "32" , "https://hdl.handle.net/20.500.11840/pi2784" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2786" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2788" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2789" ,
 "11" , "https://hdl.handle.net/20.500.11840/pi279" ,
 "27" , "https://hdl.handle.net/20.500.11840/pi2791" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2794" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2795" ,
 "28" , "https://hdl.handle.net/20.500.11840/pi27962" ,
 "37" , "https://hdl.handle.net/20.500.11840/pi2798" ,
 "11" , "https://hdl.handle.net/20.500.11840/pi2799" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi2800" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2801" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi28014" ,
 "30" , "https://hdl.handle.net/20.500.11840/pi2803" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2805" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi2806" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2809" ,
 "16" , "https://hdl.handle.net/20.500.11840/pi281" ,
 "451" , "https://hdl.handle.net/20.500.11840/pi2810" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2811" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2812" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi28120" ,
 "20" , "https://hdl.handle.net/20.500.11840/pi2813" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2814" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi2815" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi2816" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2817" ,
 "1176" , "https://hdl.handle.net/20.500.11840/pi28181" ,
 "52" , "https://hdl.handle.net/20.500.11840/pi2819" ,
 "18" , "https://hdl.handle.net/20.500.11840/pi282" ,
 "150" , "https://hdl.handle.net/20.500.11840/pi2822" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2824" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi2825" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2826" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi28261" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2828" ,
 "18" , "https://hdl.handle.net/20.500.11840/pi28292" ,
 "108" , "https://hdl.handle.net/20.500.11840/pi2830" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi28303" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi2833" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2835" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2836" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi2838" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2841" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2843" ,
 "155" , "https://hdl.handle.net/20.500.11840/pi2844" ,
 "320" , "https://hdl.handle.net/20.500.11840/pi2845" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2846" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2850" ,
 "32" , "https://hdl.handle.net/20.500.11840/pi2851" ,
 "17" , "https://hdl.handle.net/20.500.11840/pi2852" ,
 "72" , "https://hdl.handle.net/20.500.11840/pi2854" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi2855" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2856" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi2857" ,
 "20" , "https://hdl.handle.net/20.500.11840/pi2858" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2861" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2862" ,
 "1245" , "https://hdl.handle.net/20.500.11840/pi2863" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi2864" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2865" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2866" ,
 "57" , "https://hdl.handle.net/20.500.11840/pi28664" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2867" ,
 "78" , "https://hdl.handle.net/20.500.11840/pi28676" ,
 "170" , "https://hdl.handle.net/20.500.11840/pi2868" ,
 "219" , "https://hdl.handle.net/20.500.11840/pi28680" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2869" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2870" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi28722" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2873" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2874" ,
 "19" , "https://hdl.handle.net/20.500.11840/pi2875" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi2877" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2878" ,
 "90" , "https://hdl.handle.net/20.500.11840/pi2879" ,
 "52" , "https://hdl.handle.net/20.500.11840/pi2880" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi28807" ,
 "10" , "https://hdl.handle.net/20.500.11840/pi2881" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2882" ,
 "49" , "https://hdl.handle.net/20.500.11840/pi2884" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2885" ,
 "32" , "https://hdl.handle.net/20.500.11840/pi2886" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2887" ,
 "28" , "https://hdl.handle.net/20.500.11840/pi2888" ,
 "536" , "https://hdl.handle.net/20.500.11840/pi2889" ,
 "12" , "https://hdl.handle.net/20.500.11840/pi289" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2890" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2894" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi28953" ,
 "31" , "https://hdl.handle.net/20.500.11840/pi2896" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi2897" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2900" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi29006" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2901" ,
 "34" , "https://hdl.handle.net/20.500.11840/pi2902" ,
 "67" , "https://hdl.handle.net/20.500.11840/pi2904" ,
 "27" , "https://hdl.handle.net/20.500.11840/pi2906" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2907" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi2908" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2911" ,
 "108" , "https://hdl.handle.net/20.500.11840/pi2912" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2913" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2915" ,
 "34" , "https://hdl.handle.net/20.500.11840/pi2916" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2917" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2918" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2919" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi292" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi29206" ,
 "11" , "https://hdl.handle.net/20.500.11840/pi2921" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2923" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi29237" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi29249" ,
 "50" , "https://hdl.handle.net/20.500.11840/pi2925" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi2927" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2928" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi2929" ,
 "10" , "https://hdl.handle.net/20.500.11840/pi293" ,
 "94" , "https://hdl.handle.net/20.500.11840/pi2930" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi29305" ,
 "9" , "https://hdl.handle.net/20.500.11840/pi2931" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi2932" ,
 "271" , "https://hdl.handle.net/20.500.11840/pi29328" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2933" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi2935" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2936" ,
 "20" , "https://hdl.handle.net/20.500.11840/pi2937" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2938" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi294" ,
 "14" , "https://hdl.handle.net/20.500.11840/pi2940" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2941" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2942" ,
 "67" , "https://hdl.handle.net/20.500.11840/pi2943" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2944" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi29489" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi2949" ,
 "124" , "https://hdl.handle.net/20.500.11840/pi295" ,
 "87" , "https://hdl.handle.net/20.500.11840/pi2950" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2951" ,
 "9" , "https://hdl.handle.net/20.500.11840/pi2952" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2955" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2956" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi2957" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi29593" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi296" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi2960" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2961" ,
 "52" , "https://hdl.handle.net/20.500.11840/pi2962" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi2963" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi2964" ,
 "28" , "https://hdl.handle.net/20.500.11840/pi2965" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2968" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2970" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2972" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi2973" ,
 "9" , "https://hdl.handle.net/20.500.11840/pi2974" ,
 "10" , "https://hdl.handle.net/20.500.11840/pi2976" ,
 "10" , "https://hdl.handle.net/20.500.11840/pi2977" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2979" ,
 "194" , "https://hdl.handle.net/20.500.11840/pi2981" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi2984" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2986" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2987" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2988" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2989" ,
 "25" , "https://hdl.handle.net/20.500.11840/pi2991" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi29913" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi29922" ,
 "14" , "https://hdl.handle.net/20.500.11840/pi2994" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2995" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi2996" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2997" ,
 "168" , "https://hdl.handle.net/20.500.11840/pi2999" ,
 "381" , "https://hdl.handle.net/20.500.11840/pi3" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi30" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi3000" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi3001" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi3006" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi3007" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi3008" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi3009" ,
 "37" , "https://hdl.handle.net/20.500.11840/pi301" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi3010" ,
 "27" , "https://hdl.handle.net/20.500.11840/pi3011" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi3012" ,
